Division	SeqNumber	ID1	ID2	NoSites	dn	ds	dnds
Bird	171	XM_013304018_FP	XM_014279320_FC	250	0.00986856	0.00797880	1.2368476462626
Bird	173	XM_005237399_FP	XM_005441278_FC	229	0.00188442	0.01295929	0.145410743952794
Bird	175	XM_014281468_FC	XM_013304316_FP	1703	0.00050331	0.00442218	0.113814905770457
Bird	176	XM_014287206_FC	XM_013305190_FP	691	0.00062273	0.00645860	0.0964187285170161
Bird	178	XM_005432951_FC	XM_005234957_FP	306	0.00000000	0.00428879	0
Bird	179	XM_005445626_FC	XM_005235034_FP	82	0.00000000	0.01880976	0
Bird	180	XM_005432287_FC	XM_005235469_FP	943	0.00138953	0.00601206	0.231123774546495
Bird	181	XM_014277412_FC	XM_013294537_FP	1971	0.00088672	0.00358167	0.247571663497754
Bird	182	XM_014286191_FC	XM_013301445_FP	527	0.00000000	0.00818934	0
Bird	183	XM_005240254_FP	XM_005433227_FC	764	0.00000000	0.00942519	0
Bird	184	XM_005231836_FP	XM_005436991_FC	417	0.00000000	0.00347424	0
Bird	185	XM_014283761_FC	XM_013297083_FP	1294	0.00414227	0.01313026	0.315475093410184
Bird	186	XM_005440181_FC	XM_005243057_FP	2109	0.00102407	0.00837315	0.122304031338266
Bird	187	XM_014280630_FC	XM_013302894_FP	1248	0.00000000	0.00117302	0
Bird	188	XM_005434490_FC	XM_005239736_FP	165	0.00000000	0.01669054	0
Bird	189	XM_013294317_FP	XM_014282317_FC	457	0.00000000	0.00600003	0
Bird	190	XM_005438736_FC	XM_005236351_FP	515	0.00000000	0.01131030	0
Bird	191	XM_013295961_FP	XM_014280190_FC	1403	0.00000000	0.00831898	0
Bird	193	XM_005237724_FP	XM_005443652_FC	417	0.00104603	0.00682599	0.153242240319719
Bird	194	XM_014285469_FC	XM_013298920_FP	170	0.00000000	0.02740031	0
Bird	195	XM_005230279_FP	XM_014283124_FC	378	0.02884785	0.06583469	0.438186159910527
Bird	196	XM_005445853_FC	XM_005234698_FP	401	0.00796291	0.01334717	0.596599129253617
Bird	197	XM_005233744_FP	XM_005434295_FC	381	0.00000000	0.00389358	0
Bird	202	XM_014282103_FC	XM_013299743_FP	579	0.00000000	0.00486028	0
Bird	203	XM_013302671_FP	XM_014284350_FC	680	0.00126716	0.00435731	0.290812450801068
Bird	204	XM_013299868_FP	XM_014284224_FC	989	0.00131762	0.01171613	0.112462050182099
Bird	205	XM_005438462_FC	XM_005235523_FP	433	0.00000000	0.00340910	0
Bird	206	XM_005229757_FP	XM_005443864_FC	518	0.00169827	0.00535239	0.3172919013749
Bird	209	XM_014281388_FC	XM_013303045_FP	446	0.00000000	0.00318641	0
Bird	210	XM_005435446_FC	XM_005235332_FP	426	0.00000000	0.01728187	0
Bird	211	XM_014281560_FC	XM_013299222_FP	603	0.00690848	0.01560762	0.442635071843113
Bird	212	XM_005431831_FC	XM_005231030_FP	841	0.00051569	0.00516205	0.0999002334343914
Bird	214	XM_005242478_FP	XM_005441768_FC	288	0.00000000	0.00544467	0
Bird	215	XM_005243429_FP	XM_005438293_FC	448	0.00000000	0.00673405	0
Bird	216	XM_005234870_FP	XM_005439650_FC	641	0.01530121	0.03143414	0.486770434947481
Bird	217	XM_014276293_FC	XM_013298659_FP	185	0.04291391	0.06367995	0.673899869582184
Bird	218	XM_013296680_FP	XM_014279131_FC	434	0.00000000	0.00658260	0
Bird	219	XM_013302314_FP	XM_014280924_FC	198	0.00449440	0.01366780	0.328831267650975
Bird	220	XM_013295185_FP	XM_014277967_FC	694	0.00123954	0.00644934	0.192196410795523
Bird	221	XM_005446267_FC	XM_005242595_FP	414	0.00000000	0.00347424	0
Bird	222	XM_013301436_FP	XM_014286181_FC	306	0.00139681	0.00498134	0.28040848446402
Bird	223	XM_005238663_FP	XM_005439068_FC	517	0.00000000	0.01800987	0
Bird	224	XM_013299880_FP	XM_014284290_FC	337	0.00000000	0.01406291	0
Bird	225	XM_005239348_FP	XM_005433693_FC	423	0.00000000	0.00718568	0
Bird	226	XM_014277481_FC	XM_013295666_FP	386	0.00113186	0.00733951	0.154214654656782
Bird	227	XM_013295498_FP	XM_014277295_FC	280	0.03502005	0.05692314	0.615216412868299
Bird	228	XM_005433828_FC	XM_013302004_FP	280	0.00811586	0.01372513	0.591313889194492
Bird	229	XM_005240263_FP	XM_014286090_FC	619	0.00953010	0.01758924	0.541814200045028
Bird	230	XM_005439769_FC	XM_005240442_FP	520	0.00083091	0.00847866	0.0980001556849785
Bird	231	XM_005442319_FC	XM_005229540_FP	712	0.00238285	0.00662744	0.359543051313931
Bird	233	XM_005232412_FP	XM_005435115_FC	198	0.11250347	0.19348584	0.581455831599873
Bird	234	XM_014283497_FC	XM_013298525_FP	533	0.00082418	0.00260191	0.316759611208689
Bird	235	XM_014284692_FC	XM_005240017_FP	593	0.04541956	0.06609637	0.687171776604373
Bird	236	XM_014282406_FC	XM_013295571_FP	644	0.01598042	0.03147107	0.507781273404431
Bird	237	XM_013300928_FP	XM_014286674_FC	1831	0.00071511	0.00386848	0.184855550500455
Bird	238	XM_005234664_FP	XM_005441820_FC	208	0.00000000	0.00688078	0
Bird	239	XM_005443474_FC	XM_005243492_FP	914	0.00000000	0.00598209	0
Bird	241	XM_014284066_FC	XM_005243850_FP	249	0.01960605	0.04619064	0.424459370989447
Bird	242	XM_013296275_FP	XM_014287510_FC	200	0.00000000	0.01380937	0
Bird	243	XM_014285557_FC	XM_013303146_FP	802	0.00000000	0.00960628	0
Bird	244	XM_005434004_FC	XM_005244233_FP	378	0.00228180	0.00784834	0.290736639849956
Bird	245	XM_005231398_FP	XM_005442080_FC	306	0.00000000	0.00892868	0
Bird	246	XM_005235007_FP	XM_005444369_FC	368	0.00242621	0.02187275	0.110923866454835
Bird	248	XM_013298093_FP	XM_014279989_FC	313	0.00000000	0.01455179	0
Bird	249	XM_014280769_FC	XM_013300559_FP	660	0.00065721	0.00218779	0.300399032813936
Bird	250	XM_013301404_FP	XM_014283577_FC	414	0.00104293	0.00711327	0.146617519087565
Bird	251	XM_013300566_FP	XM_014278638_FC	1466	0.00147805	0.00495788	0.298121374458438
Bird	252	XM_005432673_FC	XM_005236455_FP	624	0.01347140	0.01816748	0.741511756170916
Bird	253	XM_013301322_FP	XM_014287046_FC	467	0.00000000	0.00692446	0
Bird	255	XM_013302988_FP	XM_014283962_FC	708	0.00061249	0.00408720	0.149855646897632
Bird	257	XM_005228718_FP	XM_005438839_FC	471	0.00826289	0.01986871	0.415874508209139
Bird	259	XM_005444238_FC	XM_005240819_FP	282	0.00000000	0.02030581	0
Bird	260	XM_013301429_FP	XM_014286176_FC	311	0.00000000	0.01004199	0
Bird	261	XM_005235552_FP	XM_005438495_FC	114	0.00390499	0.02383517	0.163833108805182
Bird	262	XM_014281428_FC	XM_013304299_FP	592	0.01005227	0.02031997	0.494699057134435
Bird	263	XM_013301170_FP	XM_014286532_FC	438	0.00000000	0.00340523	0
Bird	264	XM_005437338_FC	XM_005238448_FP	735	0.00000000	0.00394608	0
Bird	265	XM_014281957_FC	XM_013305318_FP	100	0.00000000	0.02348528	0
Bird	266	XM_005436447_FC	XM_005241697_FP	200	0.00000000	0.00749070	0
Bird	267	XM_005441989_FC	XM_005231281_FP	761	0.00056818	0.00769731	0.0738153978467802
Bird	269	XM_013302348_FP	XM_005439529_FC	136	0.00767663	0.01882944	0.407692953162707
Bird	270	XM_013304238_FP	XM_014287120_FC	805	0.00000000	0.00168445	0
Bird	271	XM_005239943_FP	XM_005445009_FC	298	0.02972254	0.06749115	0.440391666166601
Bird	273	XM_013301581_FP	XM_014280371_FC	787	0.00000000	0.00182760	0
Bird	274	XM_005441096_FC	XM_005230736_FP	274	0.00000000	0.00490599	0
Bird	276	XM_014284706_FC	XM_013296640_FP	485	0.00090050	0.00877631	0.102605764837386
Bird	278	XM_005444922_FC	XM_005235927_FP	509	0.00000000	0.00278036	0
Bird	280	XM_005233616_FP	XM_005443969_FC	788	0.00000000	0.00905535	0
Bird	281	XM_005239923_FP	XM_005445064_FC	699	0.00122187	0.01541339	0.079273281218473
Bird	282	XM_005231723_FP	XM_005446654_FC	128	0.00000000	0.01224517	0
Bird	283	XM_005239548_FP	XM_005435419_FC	1681	0.00801671	0.01553371	0.516084695800295
Bird	284	XM_013297953_FP	XM_014280159_FC	240	0.00000000	0.00542989	0
Bird	285	XM_005236181_FP	XM_005444528_FC	335	0.00000000	0.01326979	0
Bird	286	XM_013297501_FP	XM_014284899_FC	102	0.00000000	0.01263188	0
Bird	287	XM_014282336_FC	XM_013294351_FP	583	0.00075448	0.00236827	0.31857854045358
Bird	289	XM_014281583_FC	XM_013301023_FP	4622	0.00018834	0.00494643	0.0380759456820374
Bird	291	XM_014277013_FC	XM_013296655_FP	801	0.00107076	0.00942519	0.113606197859141
Bird	292	XM_014285618_FC	XM_013299700_FP	679	0.00065048	0.00200669	0.324155699186222
Bird	293	XM_005243550_FP	XM_005433514_FC	1189	0.00000000	0.00122649	0
Bird	295	XM_005230214_FP	XM_005443090_FC	396	0.00000000	0.00388350	0
Bird	296	XM_014284239_FC	XM_013299871_FP	950	0.00137227	0.01218610	0.112609448469978
Bird	297	XM_014281407_FC	XM_013304329_FP	1869	0.00138294	0.00715190	0.193366797634195
Bird	299	XM_005440985_FC	XM_005242617_FP	1191	0.00036621	0.00357285	0.102498005793694
Bird	300	XM_005241856_FP	XM_005433984_FC	245	0.01276441	0.03061092	0.416988773940803
Bird	301	XM_005436983_FC	XM_013294689_FP	150	0.01038849	0.04177414	0.248682318774246
Bird	302	XM_005234450_FP	XM_014287128_FC	313	0.02227407	0.04134063	0.53879367585835
Bird	304	XM_005436784_FC	XM_005241012_FP	500	0.00000000	0.00524249	0
Bird	306	XM_005238486_FP	XM_014278551_FC	469	0.00093473	0.02415911	0.0386905809030217
Bird	307	XM_005445637_FC	XM_005235045_FP	947	0.00045666	0.00153886	0.29675214119543
Bird	308	XM_013304517_FP	XM_014277698_FC	163	0.00000000	0.00829884	0
Bird	309	XM_014287239_FC	XM_013301963_FP	1341	0.00064485	0.00435969	0.147911892818067
Bird	310	XM_005232198_FP	XM_005434685_FC	534	0.00000000	0.00796115	0
Bird	312	XM_005446295_FC	XM_005242651_FP	1216	0.00000000	0.00831033	0
Bird	313	XM_005231166_FP	XM_005434567_FC	204	0.00000000	0.01520965	0
Bird	315	XM_013295547_FP	XM_014286281_FC	351	0.00000000	0.00852888	0
Bird	317	XM_014278177_FC	XM_013294690_FP	362	0.00117005	0.00434784	0.269110638845956
Bird	318	XM_005440096_FC	XM_005242040_FP	1454	0.00089087	0.00606984	0.146769931332622
Bird	320	XM_005241486_FP	XM_014276969_FC	402	0.00215595	0.00361882	0.595760496515439
Bird	322	XM_013301859_FP	XM_014287384_FC	300	0.00000000	0.00519483	0
Bird	325	XM_014284328_FC	XM_005229923_FP	3666	0.00225472	0.00886300	0.254396931061717
Bird	326	XM_005244540_FP	XM_014286770_FC	384	0.00224761	0.00384370	0.584751671566459
Bird	327	XM_005241365_FP	XM_005439530_FC	1159	0.00000000	0.00887584	0
Bird	328	XM_014281680_FC	XM_013299147_FP	1932	0.00022455	0.00298656	0.0751868370298939
Bird	329	XM_013304393_FP	XM_014284105_FC	1717	0.00000000	0.00511438	0
Bird	330	XM_014283348_FC	XM_013297414_FP	436	0.00304724	0.00624678	0.487809719567521
Bird	331	XM_005236527_FP	XM_005433950_FC	548	0.00000000	0.00250418	0
Bird	332	XM_005232953_FP	XM_005446213_FC	433	0.00000000	0.01320893	0
Bird	333	XM_005437803_FC	XM_005237950_FP	769	0.00000000	0.00197433	0
Bird	334	XM_005238456_FP	XM_005445511_FC	361	0.00000000	0.00394478	0
Bird	335	XM_014281279_FC	XM_013302735_FP	419	0.00102442	0.00717280	0.142820098148561
Bird	337	XM_005228764_FP	XM_005441782_FC	450	0.00000000	0.00607752	0
Bird	338	XM_005243172_FP	XM_005433799_FC	531	0.01907366	0.02183461	0.873551668658153
Bird	339	XM_005241531_FP	XM_005440394_FC	461	0.00000000	0.00303644	0
Bird	341	XM_014281379_FC	XM_013302549_FP	1790	0.00305493	0.00672340	0.454372787577714
Bird	342	XM_005232828_FP	XM_005446862_FC	389	0.00224174	0.00366525	0.611619944069299
Bird	343	XM_013303028_FP	XM_014283737_FC	2034	0.00105430	0.00295530	0.356748891821473
Bird	348	XM_014277225_FC	XM_013298644_FP	1019	0.00000000	0.00557883	0
Bird	349	XM_005240593_FP	XM_005446548_FC	2841	0.00123282	0.00395421	0.311774033245579
Bird	350	XM_013297273_FP	XM_014285341_FC	630	0.00068666	0.00929524	0.0738722184688077
Bird	351	XM_005444758_FC	XM_005228659_FP	380	0.00113593	0.00387098	0.293447654082429
Bird	352	XM_005235963_FP	XM_005439029_FC	351	0.00123559	0.01244842	0.0992567731487209
Bird	353	XM_014279516_FC	XM_005234382_FP	2206	0.00097886	0.00399291	0.24514952753756
Bird	354	XM_005439251_FC	XM_005232457_FP	217	0.00890806	0.04694673	0.189748252966714
Bird	355	XM_005243667_FP	XM_005447344_FC	309	0.00285036	0.00447763	0.636577832469409
Bird	356	XM_005240675_FP	XM_005441368_FC	499	0.00085647	0.00304801	0.280993172594578
Bird	357	XM_005231221_FP	XM_005442162_FC	236	0.00692220	0.01442352	0.47992445672069
Bird	358	XM_014280599_FC	XM_013298457_FP	389	0.00967755	0.03065330	0.315709890941595
Bird	360	XM_005244542_FP	XM_005440401_FC	254	0.00358531	0.00992570	0.361214826158357
Bird	361	XM_005439462_FC	XM_005235874_FP	548	0.00597447	0.01570537	0.380409375901364
Bird	362	XM_005228985_FP	XM_005435646_FC	719	0.00061814	0.00372267	0.166047487421662
Bird	363	XM_014279609_FC	XM_013304423_FP	636	0.00138281	0.00217549	0.635631512900542
Bird	364	XM_005240272_FP	XM_005446620_FC	523	0.00000000	0.00546451	0
Bird	365	XM_005240946_FP	XM_005442292_FC	452	0.00000000	0.00321028	0
Bird	366	XM_005435555_FC	XM_005234971_FP	435	0.00200854	0.00980673	0.204812409437193
Bird	367	XM_013299528_FP	XM_014280571_FC	538	0.00164745	0.00503358	0.327291907548902
Bird	368	XM_014284064_FC	XM_013296956_FP	392	0.00281242	0.00527397	0.533264315117454
Bird	369	XM_005234665_FP	XM_005441821_FC	176	0.00000000	0.00821926	0
Bird	370	XM_005243827_FP	XM_005445019_FC	526	0.00248808	0.00814672	0.305408802561031
Bird	371	XM_005234148_FP	XM_005433110_FC	354	0.00121507	0.02127802	0.0571044674269504
Bird	372	XM_014279588_FC	XM_013304417_FP	659	0.00403340	0.00828595	0.486775807239966
Bird	373	XM_005232602_FP	XM_005437510_FC	312	0.00000000	0.00434155	0
Bird	374	XM_005231630_FP	XM_005435874_FC	409	0.00000000	0.01013529	0
Bird	375	XM_013297405_FP	XM_014283329_FC	4385	0.00039848	0.00612627	0.0650444724114347
Bird	377	XM_013305462_FP	XM_014283493_FC	433	0.00000000	0.01885903	0
Bird	379	XM_013295747_FP	XM_014284970_FC	176	0.00000000	0.00766290	0
Bird	380	XM_013296419_FP	XM_014276862_FC	503	0.00087835	0.00542743	0.16183534379992
Bird	381	XM_013299187_FP	XM_014280996_FC	874	0.00000000	0.00172414	0
