Division	SeqNumber	ID1	ID2	NoSites	dn	ds	dnds
Urodele	10040	Axolotl_contig_8254010_O	Notophthalmus_contig_8084_O	123	0.10076400	1.02053137	0.0987367982622621
Urodele	10041	Notophthalmus_contig_12362_O	Axolotl_contig_8258530_O	271	0.15603744	1.13138400	0.137917311894105
Urodele	10042	Notophthalmus_contig_8949_O	Axolotl_contig_8247680_O	466	0.07784132	0.92645002	0.0840210678607358
Urodele	10044	Notophthalmus_contig_34800_O	Axolotl_contig_8252865_O	335	0.11420191	0.83086111	0.137450060696667
Urodele	10045	Axolotl_contig_8246459_O	Notophthalmus_contig_18550_O	119	0.33175700	0.99891897	0.332116027389088
Urodele	10047	Axolotl_contig_8245439_O	Notophthalmus_contig_3451_O	195	0.01501783	0.77645426	0.0193415514263519
Urodele	10049	Notophthalmus_contig_59471_O	Axolotl_contig_8269104_O	850	0.53856804	2.72759553	0.197451577433843
Urodele	10050	Notophthalmus_contig_3907_O	Axolotl_contig_8279856_O	256	0.21088227	0.95519314	0.220774481274018
Urodele	10051	Notophthalmus_contig_53157_O	Axolotl_contig_8252213_O	317	0.05679155	0.94471119	0.0601152506725362
Urodele	10052	Axolotl_contig_8275080_O	Notophthalmus_contig_53041_O	51	0.07180367	1.24974397	0.0574547041023131
Urodele	10053	Axolotl_contig_8247747_O	Notophthalmus_contig_8533_O	206	0.09660114	0.84452069	0.114385758861633
Urodele	10054	Ambystoma_mexicanum_n_4386_O	Notophthalmus_contig_2968_O	136	0.14241775	1.00973010	0.141045364498889
Urodele	10055	Notophthalmus_contig_18609_O	Axolotl_contig_8245977_O	110	0.01155350	0.86146703	0.0134114244627563
Urodele	10056	Notophthalmus_contig_39489_O	Axolotl_contig_8249773_O	138	0.11115848	0.81476471	0.136430160309717
Urodele	10057	Notophthalmus_contig_22723_O	Axolotl_contig_8257340_O	123	0.07677931	1.16228901	0.0660587077219288
Urodele	10059	Notophthalmus_contig_7434_O	Axolotl_contig_8252550_O	930	0.02974745	0.68218601	0.0436060686732641
Urodele	10060	Axolotl_contig_8247725_O	Notophthalmus_contig_1324_O	510	0.08202942	0.83268024	0.098512509435795
Urodele	10061	Notophthalmus_contig_2084_O	Axolotl_contig_8247945_O	242	0.01628778	0.68219509	0.0238755456302097
Urodele	10062	Notophthalmus_contig_42164_O	Axolotl_contig_8312019_O	170	0.44496089	2.01464356	0.220863332271044
Urodele	10063	Axolotl_contig_8251863_O	Notophthalmus_contig_34101_O	543	0.01246093	0.70656143	0.0176360178618864
Urodele	10064	Axolotl_contig_8251771_O	Notophthalmus_contig_53030_O	125	0.31528161	1.02515721	0.307544644786725
Urodele	10065	Notophthalmus_contig_1778_O	Axolotl_contig_8247976_O	428	0.00700823	0.62543980	0.0112052830664118
Urodele	10066	Notophthalmus_contig_386_O	Axolotl_contig_8262146_O	621	0.06621297	0.75693351	0.0874752790373886
Urodele	10067	Axolotl_contig_8253017_O	Notophthalmus_contig_12070_O	294	0.01043106	0.88255323	0.0118191851158938
Urodele	10068	Axolotl_contig_8275981_O	Notophthalmus_contig_4019_O	136	0.13517654	1.04295772	0.129608839752392
Urodele	10069	Axolotl_contig_8258980_O	Notophthalmus_contig_9197_O	372	0.07703849	0.76417729	0.100812325893642
Urodele	10071	Axolotl_contig_8250533_O	Notophthalmus_contig_35862_O	97	0.05314000	0.92384062	0.057520744216681
Urodele	10072	Axolotl_contig_8256153_O	Notophthalmus_contig_5865_O	82	0.12531074	0.73693448	0.170043258119772
Urodele	10073	Notophthalmus_contig_41440_O	Axolotl_contig_8251689_O	485	0.24172369	1.02602978	0.235591300283701
Urodele	10074	Axolotl_contig_8267684_O	Notophthalmus_contig_51293_O	215	0.02507245	0.82478430	0.0303987963883406
Urodele	10075	Notophthalmus_contig_5157_O	Axolotl_contig_8252935_O	244	0.07999151	1.03277900	0.0774526883292553
Urodele	10076	Axolotl_contig_8252163_O	Notophthalmus_contig_47000_O	346	0.03342008	0.75007642	0.0445555667514518
Urodele	10077	Axolotl_contig_8263337_O	Notophthalmus_contig_46576_O	78	0.01114227	0.29591481	0.037653640924562
Urodele	10078	Notophthalmus_contig_1875_O	Axolotl_contig_8265413_O	469	0.19457311	1.11638066	0.174289216009887
Urodele	10079	Notophthalmus_contig_51162_O	Axolotl_contig_8317846_O	125	0.04931782	1.75879957	0.0280406140877098
Urodele	10080	Axolotl_contig_8278977_O	Notophthalmus_contig_39964_O	223	0.10050223	0.95341877	0.105412472632566
Urodele	10081	Notophthalmus_contig_6427_O	Axolotl_contig_8255733_O	502	0.01128494	0.54040962	0.0208821967306948
Urodele	10082	Notophthalmus_contig_1429_O	Axolotl_contig_8268714_O	1354	0.10415554	0.82133362	0.126812707362448
Urodele	10083	Axolotl_contig_8263259_O	Notophthalmus_contig_8311_O	958	0.16222676	0.89256603	0.181753231186717
Urodele	10084	Notophthalmus_contig_50783_O	Axolotl_contig_8259337_O	596	0.05046145	0.87832193	0.0574521121202109
Urodele	10085	Axolotl_contig_8265359_O	Notophthalmus_contig_15178_O	252	0.34560448	1.30798649	0.264226337689467
Urodele	10086	Notophthalmus_contig_826_O	Axolotl_contig_8250643_O	455	0.06305740	1.17775550	0.0535403146068942
Urodele	10087	Axolotl_contig_8248592_O	Notophthalmus_contig_6754_O	287	0.02754358	0.68801805	0.0400332229655893
Urodele	10089	Notophthalmus_contig_7891_O	Axolotl_contig_8271913_O	859	0.06234258	0.95621610	0.0651971662054216
Urodele	10090	Notophthalmus_contig_50127_O	Axolotl_contig_8252864_O	111	0.19345319	0.81909959	0.236177862083901
Urodele	10091	Axolotl_contig_8268515_O	Notophthalmus_contig_34233_O	106	0.03964762	0.88921775	0.0445870766749764
Urodele	10092	Axolotl_contig_8245869_O	Notophthalmus_contig_321_O	533	0.08965020	1.16820908	0.0767415709523504
Urodele	10093	Notophthalmus_contig_57903_O	Axolotl_contig_8249778_O	307	0.03367328	0.60940442	0.0552560481921021
Urodele	10094	Axolotl_contig_8255027_O	Notophthalmus_contig_2344_O	374	0.03002502	0.37234404	0.0806378423567623
Urodele	10095	Notophthalmus_contig_9582_O	Axolotl_contig_8254308_O	711	0.13371142	0.67042094	0.199443979181199
Urodele	10096	Axolotl_contig_8250392_O	Notophthalmus_contig_50599_O	224	0.03737866	0.85524899	0.0437050033815299
Urodele	10097	Notophthalmus_contig_1990_O	Axolotl_contig_8297178_O	300	0.09053272	0.95520859	0.0947779583933599
Urodele	10098	Axolotl_contig_8260702_O	Notophthalmus_contig_3783_O	250	0.01948161	0.75940326	0.0256538403588102
Urodele	10099	Axolotl_contig_8261397_O	Notophthalmus_contig_2724_O	515	0.01492905	0.35226043	0.0423807181521921
Urodele	10100	Axolotl_contig_8258210_O	Notophthalmus_contig_10397_O	495	0.13552317	1.03748910	0.130626114529782
Urodele	10101	Notophthalmus_contig_4180_O	Axolotl_contig_8248616_O	788	0.06068785	0.78920480	0.0768974669185996
Urodele	10102	Axolotl_contig_8271576_O	Notophthalmus_contig_8515_O	324	0.23103746	2.57566507	0.0897001177253221
Urodele	10103	Axolotl_contig_8257822_O	Notophthalmus_contig_6011_O	903	0.03152757	0.68735020	0.0458682779171374
Urodele	10104	Axolotl_contig_8268399_O	Notophthalmus_contig_35481_O	206	0.08049415	0.64004310	0.12576363997987
Urodele	10105	Ambystoma_mexicanum_n_459_O	Notophthalmus_contig_754_O	220	0.06572404	1.06079292	0.0619574647990675
Urodele	10106	Axolotl_contig_8245408_O	Notophthalmus_contig_57596_O	163	0.24808229	1.06286189	0.233409714219784
Urodele	10107	Notophthalmus_contig_5442_O	Axolotl_contig_8289299_O	136	0.10561932	0.96771873	0.109142581129953
Urodele	10108	Notophthalmus_contig_11807_O	Axolotl_contig_8255957_O	149	0.15958187	1.18228279	0.134977749274351
Urodele	10109	Ambystoma_mexicanum_n_1654_O	Notophthalmus_contig_47288_O	85	0.04317739	0.68916358	0.0626518743198821
Urodele	10110	Notophthalmus_contig_9300_O	Axolotl_contig_8267907_O	434	0.02696920	0.86344202	0.0312345234252093
Urodele	10111	Notophthalmus_contig_5204_O	Axolotl_contig_8331747_O	106	0.03468826	0.72152757	0.048076139349741
Urodele	10112	Axolotl_contig_8257724_O	Notophthalmus_contig_7120_O	1086	0.11734332	0.87391065	0.134273818496204
Urodele	10113	Axolotl_contig_8249463_O	Notophthalmus_contig_5611_O	342	0.02983454	0.79232479	0.0376544320921727
Urodele	10114	Axolotl_contig_8250314_O	Notophthalmus_contig_17039_O	170	0.00778049	0.84361551	0.00922279155346492
Urodele	10115	Axolotl_contig_8246800_O	Notophthalmus_contig_5921_O	200	0.00548749	0.57763371	0.00949994763982871
Urodele	10116	Notophthalmus_contig_37227_O	Axolotl_contig_8267938_O	82	0.14598724	0.34504948	0.423090740493218
Urodele	10117	Notophthalmus_contig_12068_O	Axolotl_contig_8252547_O	529	0.06399877	1.02187820	0.0626285696279654
Urodele	10118	Notophthalmus_contig_4190_O	Axolotl_contig_8246299_O	176	0.20454582	0.97675828	0.20941293684247
Urodele	10119	Notophthalmus_contig_35894_O	Axolotl_contig_8253831_O	345	0.11660626	0.77752745	0.149970602324072
Urodele	10120	Notophthalmus_contig_43292_O	Axolotl_contig_8283147_O	168	0.00515798	0.51823054	0.00995306065906498
Urodele	10121	Notophthalmus_contig_37779_O	Axolotl_contig_8253734_O	1157	0.03727955	0.69826889	0.0533885305988643
Urodele	10122	Axolotl_contig_8325135_O	Notophthalmus_contig_57521_O	96	0.08010746	0.81814523	0.0979134963605423
Urodele	10123	Notophthalmus_contig_889_O	Axolotl_contig_8248858_O	519	0.31111724	0.91027483	0.341783854443169
Urodele	10124	Notophthalmus_contig_11128_O	Axolotl_contig_8246210_O	316	0.06226903	0.80114377	0.0777251628630901
Urodele	10125	Axolotl_contig_8251522_O	Notophthalmus_contig_52979_O	235	0.08389458	0.75723330	0.110790927974245
Urodele	10126	Notophthalmus_contig_3506_O	Axolotl_contig_8258187_O	392	0.08678994	0.85873366	0.10106735538933
Urodele	10127	Notophthalmus_contig_44525_O	Axolotl_contig_8259590_O	680	0.10279739	0.63317515	0.162352218023717
Urodele	10128	Notophthalmus_contig_2022_O	Axolotl_contig_8258372_O	198	0.09842495	0.83852278	0.117378981641978
Urodele	10129	Ambystoma_mexicanum_n_1340_O	Notophthalmus_contig_16693_O	282	0.05760685	0.91969808	0.0626366970343137
Urodele	10130	Axolotl_contig_8250678_O	Notophthalmus_contig_6596_O	547	0.00559555	0.88334274	0.00633451744902551
Urodele	10131	Axolotl_contig_8265200_O	Notophthalmus_contig_10434_O	135	0.02326412	0.40308076	0.0577157788429296
Urodele	10132	Axolotl_contig_8247413_O	Notophthalmus_contig_11192_O	95	0.04638147	1.08358838	0.0428035874655651
Urodele	10133	Notophthalmus_contig_7169_O	Axolotl_contig_8296907_O	74	0.03125452	0.36626458	0.0853331763611977
Urodele	10134	Notophthalmus_contig_4836_O	Axolotl_contig_8267603_O	563	0.13246165	0.92657992	0.142957609096472
Urodele	10135	Axolotl_contig_8251909_O	Notophthalmus_contig_5645_O	305	0.03746097	0.78081970	0.0479764662699981
Urodele	10136	Axolotl_contig_8246535_O	Notophthalmus_contig_6287_O	436	0.05430382	0.95502570	0.0568611085544609
Urodele	10137	Notophthalmus_contig_47469_O	Axolotl_contig_8267381_O	380	0.31084799	2.42221730	0.128331999775578
Urodele	10138	Notophthalmus_contig_47969_O	Axolotl_contig_8248797_O	357	0.01825833	0.93579650	0.0195110047964488
Urodele	10139	Axolotl_contig_8270701_O	Notophthalmus_contig_50958_O	298	0.24720588	0.94151394	0.26256210290418
Urodele	10140	Axolotl_contig_8251369_O	Notophthalmus_contig_43929_O	314	0.09019644	0.90107363	0.100098856516309
Urodele	10141	Notophthalmus_contig_9245_O	Axolotl_contig_8263226_O	679	0.18412258	0.87723273	0.209890230611892
Urodele	10142	Axolotl_contig_8254584_O	Notophthalmus_contig_2913_O	223	0.05024480	0.85786797	0.058569385682974
Urodele	10143	Axolotl_contig_8250764_O	Notophthalmus_contig_2100_O	169	0.03255719	0.70710139	0.0460431706972037
Urodele	10144	Notophthalmus_contig_9628_O	Axolotl_contig_8252540_O	478	0.02969500	0.43557753	0.0681738564429621
Urodele	10145	Axolotl_contig_8257053_O	Notophthalmus_contig_5815_O	581	0.06446920	0.77269351	0.0834343749049995
Urodele	10146	Notophthalmus_contig_1457_O	Axolotl_contig_8245078_O	357	0.01971832	0.53628233	0.0367685431664325
Urodele	10147	Notophthalmus_contig_57854_O	Axolotl_contig_8299927_O	99	0.07678144	1.20356143	0.0637951982226616
Urodele	10148	Axolotl_contig_8248442_O	Notophthalmus_contig_53986_O	239	0.08001236	0.69316361	0.115430698965862
Urodele	10149	Notophthalmus_contig_37863_O	Axolotl_contig_8259952_O	264	0.09206166	0.95074841	0.0968307272793651
Urodele	10150	Axolotl_contig_8260681_O	Notophthalmus_contig_17901_O	250	0.07397184	0.84034163	0.0880259139369306
Urodele	10151	Ambystoma_mexicanum_n_123_O	Notophthalmus_contig_43784_O	847	0.09446890	0.69119292	0.136675155758251
Urodele	10152	Notophthalmus_contig_23986_O	Axolotl_contig_8288247_O	84	0.06543657	1.03765750	0.063061819531011
Urodele	10153	Notophthalmus_contig_53471_O	Axolotl_contig_8245806_O	347	0.12592102	0.55147645	0.228334355891353
Urodele	10155	Axolotl_contig_8252512_O	Notophthalmus_contig_5985_O	138	0.10257781	0.60557447	0.169389257773697
Urodele	10156	Notophthalmus_contig_6594_O	Axolotl_contig_8279516_O	216	0.05448371	1.20871153	0.0450758585880289
Urodele	10157	Notophthalmus_contig_96_O	Ambystoma_mexicanum_n_1092_O	400	0.02484585	1.17040058	0.0212285011000251
Urodele	10158	Axolotl_contig_8248398_O	Notophthalmus_contig_11895_O	125	0.07936100	1.04673672	0.0758175370020458
Urodele	10159	Notophthalmus_contig_5977_O	Axolotl_contig_8266632_O	245	0.06097960	0.96531578	0.0631706238138985
Urodele	10160	Axolotl_contig_8266674_O	Notophthalmus_contig_45646_O	208	0.18812357	0.83355014	0.225689566796786
Urodele	10162	Axolotl_contig_8253927_O	Notophthalmus_contig_9706_O	450	0.08937615	0.67389409	0.132626404246994
Urodele	10163	Notophthalmus_contig_784_O	Axolotl_contig_8256461_O	365	0.05376944	1.15328716	0.0466227682618091
Urodele	10164	Notophthalmus_contig_17577_O	Axolotl_contig_8249036_O	74	0.00000000	0.98868067	0
Urodele	10165	Notophthalmus_contig_48109_O	Axolotl_contig_8248483_O	153	0.00286602	0.95195492	0.00301066777405804
Urodele	10166	Axolotl_contig_8252860_O	Notophthalmus_contig_9468_O	153	0.17004060	0.79569500	0.21370072703737
Urodele	10167	Axolotl_contig_8254081_O	Notophthalmus_contig_7150_O	406	0.02138498	0.89879737	0.0237928822599915
Urodele	10168	Axolotl_contig_8251328_O	Notophthalmus_contig_2057_O	581	0.04939948	0.79110318	0.0624437889378728
Urodele	10169	Notophthalmus_contig_11188_O	Axolotl_contig_8256452_O	212	0.04600745	0.85610699	0.0537403041178299
Urodele	10170	Axolotl_contig_8250543_O	Notophthalmus_contig_8837_O	284	0.23757742	0.99236061	0.239406338387413
Urodele	10171	Axolotl_contig_8245646_O	Notophthalmus_contig_14068_O	327	0.00266637	0.72848720	0.00366014667107397
Urodele	10172	Axolotl_contig_8274786_O	Notophthalmus_contig_39056_O	204	0.09075183	0.86277654	0.105185787735953
Urodele	10173	Notophthalmus_contig_56981_O	Axolotl_contig_8266107_O	487	0.09676674	0.82680475	0.117036990897791
Urodele	10174	Notophthalmus_contig_12210_O	Axolotl_contig_8253534_O	315	0.05927411	0.92482526	0.064092226460164
Urodele	10175	Notophthalmus_contig_58478_O	Axolotl_contig_8253376_O	948	0.01252590	0.75881722	0.0165071372523676
Urodele	10176	Axolotl_contig_8247829_O	Notophthalmus_contig_10139_O	559	0.03376324	0.64416914	0.0524136254027941
Urodele	10177	Axolotl_contig_8251034_O	Notophthalmus_contig_4398_O	387	0.14134356	0.74921813	0.188654751320553
Urodele	10178	Axolotl_contig_8247247_O	Notophthalmus_contig_2636_O	495	0.07068973	0.75059250	0.094178572261247
Urodele	10179	Axolotl_contig_8254954_O	Notophthalmus_contig_10378_O	578	0.06264983	0.75965146	0.082471808847705
Urodele	10180	Notophthalmus_contig_34172_O	Axolotl_contig_8252210_O	732	0.03931096	0.64184798	0.0612465275656083
Urodele	10181	Axolotl_contig_8246642_O	Notophthalmus_contig_3045_O	513	0.07808412	0.65873867	0.118535807226863
Urodele	10182	Axolotl_contig_8257384_O	Notophthalmus_contig_5923_O	111	0.04237199	1.07631339	0.0393677068349024
Urodele	10183	Axolotl_contig_8251182_O	Notophthalmus_contig_19685_O	169	0.08590537	0.80016412	0.107359687660077
Urodele	10184	Axolotl_contig_8253947_O	Notophthalmus_contig_49393_O	547	0.09983805	0.91504421	0.109107351217489
Urodele	10185	Axolotl_contig_8250653_O	Notophthalmus_contig_1741_O	716	0.06362896	1.02329631	0.0621803864415381
Urodele	10186	Axolotl_contig_8257365_O	Notophthalmus_contig_6804_O	1068	0.04899333	0.81738630	0.0599390153713122
Urodele	10187	Axolotl_contig_8250481_O	Notophthalmus_contig_37528_O	525	0.14896172	0.83495941	0.178405941912793
Urodele	10188	Notophthalmus_contig_18564_O	Axolotl_contig_8255155_O	357	0.01106237	0.48655399	0.0227361613045245
Urodele	10189	Notophthalmus_contig_34976_O	Axolotl_contig_8246191_O	118	0.06452844	0.73062672	0.0883192993543954
Urodele	10190	Axolotl_contig_8245390_O	Notophthalmus_contig_48134_O	241	0.09049424	0.43851351	0.206365911052547
Urodele	10191	Axolotl_contig_8252266_O	Notophthalmus_contig_21108_O	479	0.05548800	0.75789541	0.0732132683057152
Urodele	10192	Notophthalmus_viridescens_n_24_O	Axolotl_contig_8257002_O	104	0.09856433	0.88973167	0.110779837700955
Urodele	10193	Axolotl_contig_8248407_O	Notophthalmus_contig_17680_O	331	0.10272338	0.76269035	0.13468556406935
Urodele	10194	Notophthalmus_contig_4830_O	Axolotl_contig_8329218_O	262	0.05303620	1.11962616	0.0473695612828482
Urodele	10196	Notophthalmus_contig_4339_O	Axolotl_contig_8249212_O	1378	0.06970123	0.85546737	0.0814773683302497
