Division	SeqNumber	ID1	ID2	NoSites	dn	ds	dnds
Chimp	144	ENSPTRT00000022020.3	XM_003817657	2071	0.00042648	0.00726198	0.0587277849842605
Chimp	146	XM_003809328	ENSPTRT00000056728.2	655	0.00000000	0.00481543	0
Chimp	147	XM_003822602	ENSPTRT00000046923.3	1673	0.00128899	0.00088028	1.46429545144727
Chimp	148	XM_003825764	ENSPTRT00000008993.3	547	0.00079925	0.00515687	0.154987424542407
Chimp	149	XM_003805271	ENSPTRT00000035774.4	439	0.00000000	0.00691648	0
Chimp	150	XM_003830743	ENSPTRT00000059933.1	953	0.00091172	0.00453174	0.201185416639083
Chimp	151	ENSPTRT00000009852.1	XM_003832576	326	0.00131926	0.00457318	0.288477602018727
Chimp	152	ENSPTRT00000056614.2	XM_008955487	83	0.11222266	0.17594986	0.637810453500787
Chimp	154	XM_003828925	ENSPTRT00000033842.3	279	0.00000000	0.00568723	0
Chimp	155	XM_003820338	ENSPTRT00000008424.2	208	0.00000000	0.00611624	0
Chimp	156	XM_008956027	ENSPTRT00000001654.2	331	0.00000000	0.00449103	0
Chimp	157	XM_003809546	ENSPTRT00000033892.5	1319	0.00032587	0.00451979	0.0720984824516183
Chimp	158	ENSPTRT00000022155.2	XM_008976258	431	0.00000000	0.00344235	0
Chimp	159	XM_003813181	ENSPTRT00000025795.4	826	0.00000000	0.00192555	0
Chimp	160	XM_003806129	ENSPTRT00000046270.4	977	0.00044820	0.00286602	0.156384114556074
Chimp	161	XM_008959388	ENSPTRT00000043775.4	405	0.00000000	0.00645512	0
Chimp	163	ENSPTRT00000036014.4	XM_003815734	425	0.00000000	0.00380953	0
Chimp	165	ENSPTRT00000066613.2	XM_008974997	403	0.02248775	0.02649163	0.848862452027301
Chimp	166	XM_003804162	ENSPTRT00000041776.2	286	0.00154899	0.01430317	0.108296971929999
Chimp	167	ENSPTRT00000015766.3	XM_008969966	338	0.06506541	0.14248215	0.456656570665168
Chimp	169	XM_008961644	ENSPTRT00000000791.3	677	0.00000000	0.00208261	0
Chimp	170	XM_003829713	ENSPTRT00000043309.3	311	0.00287013	0.02159976	0.132877865309615
Chimp	171	ENSPTRT00000022271.4	XM_003830876	397	0.00000000	0.01131385	0
Chimp	173	ENSPTRT00000027422.5	XM_003826217	784	0.00276294	0.00558662	0.494563797072291
Chimp	175	XM_003820714	ENSPTRT00000023687.3	558	0.00077220	0.00264784	0.291633935585232
Chimp	176	ENSPTRT00000016051.3	XM_003810058	228	0.00000000	0.00602413	0
Chimp	177	XM_003813824	ENSPTRT00000075528.1	412	0.07886488	0.10218506	0.771784838214119
Chimp	178	XM_003812050	ENSPTRT00000021671.3	361	0.00000000	0.00414652	0
Chimp	180	XM_003828746	ENSPTRT00000007425.3	830	0.00053957	0.00631583	0.0854313684820522
Chimp	182	ENSPTRT00000002337.5	XM_003817297	121	0.01601484	0.03233259	0.495315717052052
Chimp	183	ENSPTRT00000008407.3	XM_003820349	434	0.00200988	0.00988211	0.203385714184521
Chimp	184	XM_003806073	ENSPTRT00000057866.1	324	0.00272852	0.00421942	0.646657597489702
Chimp	185	XM_008974570	ENSPTRT00000022742.4	119	0.00000000	0.02521246	0
Chimp	186	ENSPTRT00000034223.5	XM_008975768	458	0.00000000	0.00333519	0
Chimp	187	ENSPTRT00000029213.5	XM_003832008	1416	0.00031200	0.00288416	0.108177077554643
Chimp	188	XM_003817978	ENSPTRT00000016627.5	174	0.00254184	0.03194095	0.0795793487670216
Chimp	189	ENSPTRT00000013530.4	XM_003813804	366	0.00000000	0.00392414	0
Chimp	190	ENSPTRT00000039084.3	XM_008959993	754	0.00229709	0.00193299	1.1883610365289
Chimp	193	XM_008963817	ENSPTRT00000035498.4	301	0.20698952	0.34027117	0.608307544832552
Chimp	194	XM_008956477	ENSPTRT00000017976.5	468	0.12895381	0.31687219	0.406958433303977
Chimp	195	XM_003818082	ENSPTRT00000016111.4	882	0.00253915	0.00746089	0.340328030570079
Chimp	196	ENSPTRT00000008462.5	XM_008973734	474	0.00000000	0.00825318	0
Chimp	197	XM_008960957	ENSPTRT00000008706.5	279	0.00164745	0.00437319	0.376715852729929
Chimp	198	ENSPTRT00000019987.3	XM_003816203	215	0.00204290	0.01302964	0.156788675665636
Chimp	200	ENSPTRT00000013982.4	XM_008960947	1802	0.03884439	0.04064804	0.955627626817923
Chimp	201	ENSPTRT00000028143.2	XM_003818726	91	0.00000000	0.01554460	0
Chimp	202	XM_008958878	ENSPTRT00000075923.1	242	0.27358201	0.63356196	0.431815713809585
Chimp	204	XM_003819050	ENSPTRT00000055714.2	313	0.01412970	0.00895867	1.57720956347315
Chimp	207	ENSPTRT00000037699.5	XM_003831284	179	0.05177656	0.15062149	0.343752807119356
Chimp	210	XM_008974798	ENSPTRT00000024563.4	253	0.00000000	0.01149448	0
Chimp	212	XM_008972432	ENSPTRT00000074130.1	145	0.01200626	0.02044420	0.587269739094707
Chimp	213	XM_008973152	ENSPTRT00000034835.1	452	0.01668098	0.03457920	0.482399245789376
Chimp	214	ENSPTRT00000045808.4	XM_003813254	632	0.13267708	0.40895372	0.324430549256283
Chimp	215	XM_003813262	ENSPTRT00000017725.3	660	0.00000000	0.00872420	0
Chimp	218	XM_003828739	ENSPTRT00000045259.3	385	0.00809724	0.02489855	0.325209299336708
Chimp	219	ENSPTRT00000015082.3	XM_003823704	391	0.00169428	0.00525090	0.322664686053819
Chimp	221	XM_003815720	ENSPTRT00000035997.4	370	0.00000000	0.00408164	0
Chimp	222	XM_003805158	ENSPTRT00000007671.3	526	0.00083793	0.00522764	0.160288390172238
Chimp	223	XM_008962180	ENSPTRT00000075110.1	485	0.04670710	0.06983616	0.668809682548411
Chimp	224	ENSPTRT00000030184.5	XM_003832259	420	0.00000000	0.00331126	0
Chimp	225	ENSPTRT00000006259.3	XM_008972457	456	0.00192000	0.01554460	0.123515561674151
Chimp	226	XM_003814995	ENSPTRT00000001476.5	387	0.00333797	0.00385234	0.866478555890705
Chimp	228	XM_008952333	ENSPTRT00000075904.1	252	0.07385251	0.20633903	0.357918276537405
Chimp	230	ENSPTRT00000028632.2	XM_008968181	611	0.00280850	0.01743903	0.161046801341588
Chimp	231	ENSPTRT00000058914.3	XM_008960434	536	0.00000000	0.00546202	0
Chimp	232	ENSPTRT00000048971.4	XM_008964598	1123	0.00119721	0.00116212	1.03019481637008
Chimp	233	ENSPTRT00000022431.3	XM_003808194	415	0.00103950	0.00711749	0.146048677272465
Chimp	234	ENSPTRT00000034433.2	XM_003827697	263	0.00325336	0.01165638	0.279105519895542
Chimp	236	XM_003816393	ENSPTRT00000033998.4	205	0.00000000	0.02200647	0
Chimp	237	XM_008971097	ENSPTRT00000010357.3	260	0.00000000	0.00603018	0
Chimp	239	ENSPTRT00000007612.5	XM_003814709	699	0.00187931	0.00402146	0.467320326448603
Chimp	243	ENSPTRT00000006599.4	XM_003830368	574	0.00076884	0.00238095	0.322913122913123
Chimp	245	ENSPTRT00000007562.3	XM_003814674	312	0.00430314	0.02141473	0.200942995779074
Chimp	246	ENSPTRT00000009641.4	XM_003832880	632	0.00000000	0.00477709	0
Chimp	247	XM_003823123	ENSPTRT00000041474.4	896	0.00047532	0.00343545	0.138357420425272
Chimp	248	XM_008951499	ENSPTRT00000046987.4	781	0.00000000	0.00530976	0
Chimp	249	ENSPTRT00000033763.5	XM_003833176	243	0.00000000	0.00612874	0
Chimp	250	ENSPTRT00000020267.3	XM_008964670	218	0.00000000	0.00700940	0
Chimp	251	ENSPTRT00000011602.1	XM_003831727	362	0.00000000	0.00390372	0
Chimp	253	ENSPTRT00000013148.3	XM_003827902	1108	0.00000000	0.00269059	0
Chimp	254	ENSPTRT00000032054.1	XM_003829172	353	0.00000000	0.00363858	0
Chimp	255	XM_003811918	ENSPTRT00000062635.2	328	0.00943197	0.00422834	2.23065552912017
Chimp	256	XM_008970653	ENSPTRT00000017261.3	1154	0.00115666	0.00695792	0.166236461471244
Chimp	257	ENSPTRT00000027205.4	XM_003804590	395	0.00000000	0.00347625	0
Chimp	258	ENSPTRT00000066114.1	XM_003805968	324	0.00000000	0.01360582	0
Chimp	260	XM_008976438	ENSPTRT00000023211.3	1214	0.00000000	0.00252260	0
Chimp	264	ENSPTRT00000009729.3	XM_008977054	379	0.00000000	0.00389106	0
Chimp	266	XM_003819842	ENSPTRT00000008325.4	225	0.00000000	0.00686504	0
Chimp	267	XM_003819032	ENSPTRT00000006193.3	325	0.00960233	0.00833342	1.15226761641679
Chimp	268	ENSPTRT00000011674.4	XM_008957042	711	0.00000000	0.00416668	0
Chimp	270	ENSPTRT00000028406.2	XM_003825058	1926	0.00088385	0.00240449	0.367583146530033
Chimp	272	ENSPTRT00000007572.3	XM_008967438	604	0.00000000	0.01092517	0
Chimp	275	XM_003831218	ENSPTRT00000027254.5	238	0.00000000	0.00591719	0
Chimp	276	XM_003829359	ENSPTRT00000024766.3	166	0.00531211	0.01683100	0.315614639653021
Chimp	278	ENSPTRT00000014547.2	XM_003813700	196	0.00000000	0.00740747	0
Chimp	280	XM_003828687	ENSPTRT00000007343.2	669	0.00000000	0.00180723	0
Chimp	281	ENSPTRT00000021204.3	XM_003814595	672	0.00000000	0.00737711	0
Chimp	282	XM_003821328	ENSPTRT00000024556.2	532	0.00000000	0.01045313	0
Chimp	283	XM_003807409	ENSPTRT00000059105.3	179	0.00000000	0.00837413	0
Chimp	284	XM_008975028	ENSPTRT00000026771.4	519	0.00345473	0.01271756	0.271650379475308
Chimp	286	NM_001279229	ENSPTRT00000015937.3	382	0.44991071	0.44502843	1.01097071483725
Chimp	288	XM_003818504	ENSPTRT00000031146.4	1572	0.00220406	0.00930822	0.236786410291119
Chimp	289	XM_008966046	ENSPTRT00000036453.4	515	0.00000000	0.00800008	0
Chimp	290	XM_003806872	ENSPTRT00000032523.2	235	0.00000000	0.01176495	0
Chimp	291	NM_001301760	ENSPTRT00000005135.5	403	0.00000000	0.01166582	0
Chimp	292	XM_008973176	ENSPTRT00000034903.5	713	0.00062847	0.00550293	0.114206431846307
Chimp	293	XM_003825757	ENSPTRT00000008986.3	1816	0.00024114	0.00462845	0.0520995149564109
Chimp	294	ENSPTRT00000029911.3	XM_003826865	306	0.40450609	2.08569005	0.193943529624644
Chimp	295	XM_003826069	ENSPTRT00000027621.4	304	0.00000000	0.00430417	0
Chimp	296	ENSPTRT00000007864.2	XM_003828381	513	0.00168008	0.00578177	0.290582295732968
Chimp	298	XM_003821897	ENSPTRT00000028334.5	275	0.00158228	0.00521741	0.303269246618533
Chimp	300	XM_003804746	ENSPTRT00000011231.3	1047	0.00000000	0.00444117	0
Chimp	301	XM_003805120	ENSPTRT00000038754.5	956	0.00045823	0.00881067	0.0520085305657799
Chimp	302	ENSPTRT00000000334.3	XM_008975601	255	0.00170503	0.00564443	0.302073017115989
Chimp	304	XM_003816635	ENSPTRT00000021596.2	492	0.00088456	0.00875071	0.101084369154046
Chimp	305	XM_003821999	ENSPTRT00000050123.3	1394	0.00449173	0.01768255	0.254020489126286
Chimp	307	ENSPTRT00000043171.3	XM_003825411	141	0.00312826	0.00980406	0.319078014618434
Chimp	308	XM_008954942	ENSPTRT00000017067.3	208	0.00000000	0.01919081	0
Chimp	309	XM_008953026	ENSPTRT00000034397.4	487	0.00000000	0.02949508	0
Chimp	310	ENSPTRT00000025058.2	XM_003832002	1031	0.00378590	0.01422349	0.26617236697885
Chimp	311	XM_003819287	ENSPTRT00000018956.5	892	0.00146789	0.00158835	0.92416029212705
Chimp	312	XM_003827712	ENSPTRT00000034458.4	307	0.00000000	0.00468752	0
Chimp	313	XM_008969884	ENSPTRT00000013808.5	142	0.00949881	0.01872172	0.507368446916202
Chimp	314	XM_008959399	ENSPTRT00000045105.3	429	0.00000000	0.01247106	0
Chimp	315	ENSPTRT00000041567.4	XM_003814499	556	0.00000000	0.00268938	0
Chimp	316	XM_003824079	ENSPTRT00000011848.4	2505	0.00105220	0.00499262	0.21075106857722
Chimp	320	XM_008978300	ENSPTRT00000003032.4	532	0.00244649	0.00545829	0.448215466748744
Chimp	321	ENSPTRT00000020848.4	XM_003814106	274	0.00695881	0.01464890	0.475039764077849
Chimp	322	XM_003821508	ENSPTRT00000026715.2	734	0.00059737	0.00571069	0.104605573056846
Chimp	323	ENSPTRT00000018924.3	XM_003819276	423	0.00416162	0.01656611	0.251212867716078
Chimp	325	XM_003806278	ENSPTRT00000058853.4	351	0.00000000	0.00423132	0
Chimp	326	XM_008969801	ENSPTRT00000056404.3	1494	0.00174936	0.00478547	0.365556570201046
Chimp	327	XM_008973203	ENSPTRT00000014918.3	1356	0.00361073	0.00918211	0.393235323907032
Chimp	328	XM_003810760	ENSPTRT00000000659.4	130	0.00334076	0.01119424	0.298435624035218
Chimp	329	ENSPTRT00000060388.1	XM_003811288	709	0.00494312	0.01201828	0.411300119484652
Chimp	330	ENSPTRT00000045227.4	XM_003831444	337	0.00000000	0.00438598	0
Chimp	331	XM_008976635	ENSPTRT00000003359.4	891	0.01237405	0.01265651	0.977682631309895
Chimp	333	XM_003815055	ENSPTRT00000036792.3	235	0.00191571	0.01104992	0.173368675972315
Chimp	334	XM_003811130	ENSPTRT00000013511.3	347	0.00123381	0.00436365	0.282747241414871
Chimp	335	XM_008971794	ENSPTRT00000027782.3	179	0.00244200	0.00792610	0.30809603714311
Chimp	336	XM_003816809	ENSPTRT00000054863.2	801	0.00434115	0.01272372	0.341185596665126
Chimp	337	ENSPTRT00000022437.3	XM_003808204	195	0.14796636	0.39588272	0.37376311853167
Chimp	338	XM_003827878	ENSPTRT00000013123.4	706	0.00123967	0.00398407	0.31115668148401
Chimp	339	XM_003822266	ENSPTRT00000073868.1	1131	0.00153149	0.00515577	0.297043894510422
Chimp	342	XM_003814272	ENSPTRT00000026493.3	878	0.00099010	0.00491268	0.201539689130983
Chimp	343	ENSPTRT00000055186.3	XM_003820084	99	0.00000000	0.01415136	0
Chimp	344	XM_008970983	ENSPTRT00000045750.4	698	0.00000000	0.00912559	0
Chimp	346	XM_003810469	ENSPTRT00000031496.3	589	0.00000000	0.00239139	0
Chimp	347	ENSPTRT00000028086.3	XM_003818746	2570	0.00258926	0.00579103	0.447115625372343
Chimp	348	ENSPTRT00000016087.5	XM_003818064	198	0.10411531	0.17773127	0.585801868179978
Chimp	349	ENSPTRT00000015530.5	XM_008974339	308	0.00000000	0.00460477	0
Chimp	351	XM_003812611	ENSPTRT00000010522.4	1045	0.00104697	0.00877006	0.119380027046565
Chimp	352	ENSPTRT00000024308.4	XM_008965632	672	0.00326087	0.00628495	0.518837858694182
Chimp	353	XM_003846089	ENSPTRT00000016755.5	252	0.01792200	0.02659853	0.673796634626049
Chimp	354	ENSPTRT00000002013.4	XM_003810709	200	0.00000000	0.01343821	0
Chimp	356	ENSPTRT00000036139.5	XM_008965395	875	0.00000000	0.00839404	0
Chimp	357	ENSPTRT00000044214.4	XM_008954854	412	0.00000000	0.00704231	0
Chimp	358	XM_008963111	ENSPTRT00000044808.2	470	0.00000000	0.00335383	0
Chimp	359	XM_008977255	ENSPTRT00000047538.2	405	0.00437878	0.00672273	0.651339559970429
Chimp	362	ENSPTRT00000031368.3	XM_008952768	140	0.07608911	0.15927359	0.477725842683649
Chimp	363	XM_003816957	ENSPTRT00000039934.4	536	0.00081345	0.00797880	0.101951421266356
Chimp	365	ENSPTRT00000010266.5	XM_003812106	766	0.00000000	0.00512676	0
Chimp	368	ENSPTRT00000019162.3	XM_008962386	646	0.00205773	0.00630145	0.326548651500845
Chimp	370	XM_008955209	ENSPTRT00000038663.2	1078	0.00163549	0.00382857	0.427180383276262
Chimp	371	XM_003824994	ENSPTRT00000035004.5	81	0.00000000	0.01818271	0
Chimp	372	XM_003806067	ENSPTRT00000006814.2	327	0.00406505	0.00416090	0.976964118339782
Chimp	373	XM_003816291	ENSPTRT00000005782.5	983	0.00276870	0.00775284	0.357120745430062
Chimp	374	ENSPTRT00000041902.4	XM_003809966	564	0.00309918	0.00503358	0.615700952403657
Chimp	375	XM_003831049	ENSPTRT00000009200.5	483	0.01819236	0.04283601	0.4246978184943
Chimp	376	ENSPTRT00000012374.4	XM_003832857	471	0.00000000	0.00319149	0
Chimp	377	ENSPTRT00000055108.3	XM_003819838	653	0.00268262	0.00647603	0.414238352818007
Chimp	378	XM_003819248	ENSPTRT00000018834.3	563	0.00079745	0.00693914	0.114920580936543
Chimp	379	XM_003832446	ENSPTRT00000010055.5	414	0.01917718	0.01385721	1.38391350062531
Chimp	380	ENSPTRT00000056237.1	XM_003813547	385	0.00122875	0.00294262	0.417570056616213
Chimp	383	ENSPTRT00000025081.4	XM_003805013	1089	0.00160907	0.00128576	1.2514543927327
Chimp	384	XM_008952738	ENSPTRT00000031319.3	764	0.00056502	0.00192000	0.29428125
Chimp	385	ENSPTRT00000011817.3	XM_003825400	322	0.00132130	0.00481156	0.274609482163789
Chimp	386	XM_008961619	ENSPTRT00000060436.3	213	0.02763967	0.04444214	0.62192482180201
Chimp	387	ENSPTRT00000007408.3	XM_003828736	385	0.00000000	0.00677779	0
Chimp	388	XM_008954498	ENSPTRT00000029981.2	1174	0.00000000	0.00249325	0
Chimp	389	XM_003823763	ENSPTRT00000015011.3	1030	0.00171846	0.00263737	0.651580931003234
Chimp	390	ENSPTRT00000036525.3	XM_003813448	316	0.00273287	0.00936780	0.291730182113196
Chimp	391	ENSPTRT00000012535.5	XM_008959027	822	0.00213542	0.01195585	0.17860879820339
Chimp	392	XM_003811600	ENSPTRT00000028219.4	389	0.00000000	0.00372209	0
Chimp	393	XM_008974363	ENSPTRT00000015465.3	451	0.03688663	0.05846030	0.630968879735479
Chimp	394	ENSPTRT00000006683.5	XM_003815200	622	0.00070551	0.00672776	0.104865512443964
Chimp	395	XM_003822323	ENSPTRT00000039637.4	331	0.00405863	0.01605412	0.252809247719588
Chimp	396	XM_003824640	ENSPTRT00000058530.2	282	0.00305189	0.01063848	0.286872748738542
Chimp	399	ENSPTRT00000009260.2	XM_003830995	264	0.00000000	0.00528637	0
Chimp	401	XM_003807799	ENSPTRT00000056739.3	476	0.00088600	0.01011251	0.0876142520501834
Chimp	402	XM_008964195	ENSPTRT00000004665.4	77	0.00000000	0.01807316	0
Chimp	403	XM_003832584	ENSPTRT00000009839.2	1171	0.00000000	0.00377083	0
Chimp	405	ENSPTRT00000003460.4	XM_003822943	459	0.02491924	0.03146315	0.792013514222193
Chimp	406	ENSPTRT00000035105.2	XM_008960048	281	0.00543604	0.02079084	0.261463221303228
Chimp	407	XM_003815239	ENSPTRT00000028652.5	1780	0.00301837	0.00889998	0.339143458749345
Chimp	408	ENSPTRT00000017359.4	XM_003817365	290	0.02045065	0.02789840	0.733040246035615
Chimp	410	XM_008969542	ENSPTRT00000001730.2	182	0.00236035	0.00826455	0.285599336926995
Chimp	411	ENSPTRT00000016823.3	XM_003831407	494	0.00267837	0.00278358	0.962203349643265
Chimp	412	XM_008972965	ENSPTRT00000040331.3	598	0.00228775	0.00836829	0.273383212101875
Chimp	413	ENSPTRT00000017246.5	XM_003817444	947	0.00137636	0.00151822	0.906561631384121
Chimp	416	ENSPTRT00000040716.4	XM_003825391	480	0.00272645	0.01194055	0.228335378186097
Chimp	417	XM_003806164	ENSPTRT00000025459.5	656	0.00130208	0.01170071	0.111282135870387
