Division	SeqNumber	I.ID1	I.ID2	P.ID1	P.ID2	NoSites	I.dn	I.ds	I.dnds	P.dn	P.ds	P.dnds
Tetrapods	25002	ENSPTRT00000017646.4	XM_003813326	jgi|Xentr4|380953|e_gw1.504.73.1	27099812	436	0.00621658	0.00592596	1.0490418430094	0.04543242	0.45802358	0.0991923166925161
Tetrapods	25005	ENSPTRT00000045636.4	XM_008977712	jgi|Xentr4|177002|fgenesh1_pg.C_scaffold_374000021	27075416	1431	0.00091225	0.00600955	0.151800051584561	0.03600233	0.26464137	0.136041957461148
Tetrapods	25006	ENSPTRT00000033600.4	XM_003833291	jgi|Xentr4|332130|e_gw1.108.184.1	27075507	344	0.00000000	0.00841524	0	0.01999285	0.34417805	0.0580886840401356
Tetrapods	25007	ENSPTRT00000048320.5	XM_003810899	jgi|Xentr4|325289|e_gw1.78.10.1	27059934	373	0.00235965	0.00371173	0.635727814253731	0.02340190	0.19347971	0.120952734527047
Tetrapods	25008	ENSPTRT00000045302.4	XM_003804870	jgi|Xentr4|304514|e_gw1.6.362.1	27076991	611	0.31334576	1.22567992	0.255650561689874	0.01311509	0.22445162	0.0584317012280865
Tetrapods	25009	ENSPTRT00000016028.3	XM_003810079	jgi|Xentr4|435006|e_gw1.3207.5.1	27054609	166	0.06071293	0.10773346	0.563547573799263	0.06091908	0.47608138	0.127959383750736
Tetrapods	25011	ENSPTRT00000013594.4	XM_008968223	jgi|Xentr4|386549|e_gw1.562.10.1	27074016	528	0.00081169	0.00571431	0.142045146308128	0.03294713	0.23560102	0.139842900510363
Tetrapods	25012	ENSPTRT00000062330.3	XM_003827249	jgi|Xentr4|199456|fgenesh1_pm.C_scaffold_97000003	27080548	366	0.00000000	0.01162063	0	0.03728235	0.31955577	0.116669306268511
Tetrapods	25013	ENSPTRT00000044121.2	XM_003824765	jgi|Xentr4|347504|e_gw1.195.205.1	27100722	321	0.00682443	0.01783145	0.38271873571695	0.12790639	0.40840609	0.313184335718402
Tetrapods	25014	ENSPTRT00000011584.4	XM_003831733	jgi|Xentr4|202815|fgenesh1_pm.C_scaffold_345000003	27090048	424	0.00312121	0.00977743	0.319226013379794	0.02615162	0.24350689	0.107395811264314
Tetrapods	25015	ENSPTRT00000032000.5	XM_008954583	jgi|Xentr4|398226|e_gw1.710.29.1	27096387	434	0.00101566	0.01595381	0.0636625357829885	0.05586598	0.30453049	0.183449545561103
Tetrapods	25017	ENSPTRT00000011786.4	XM_003831610	jgi|Xentr4|372601|e_gw1.408.50.1	27092358	559	0.02770144	0.03885911	0.712868616908622	0.01799966	0.28086837	0.0640857494918349
Tetrapods	25019	ENSPTRT00000019966.5	XM_003816218	jgi|Xentr4|199404|fgenesh1_pm.C_scaffold_94000021	27080332	421	0.01259354	0.02460497	0.511829114199286	0.04785400	0.31140578	0.153670879198196
Tetrapods	25021	ENSPTRT00000066214.2	XM_003821484	jgi|Xentr4|306054|e_gw1.12.353.1	27103981	1531	0.00028408	0.00374007	0.0759557976187611	0.02053595	0.23366415	0.087886609905713
Tetrapods	25022	ENSPTRT00000032332.4	XM_008972416	jgi|Xentr4|182443|fgenesh1_pg.C_scaffold_576000008	27101819	249	0.05836901	0.17679645	0.330148088380734	0.02842679	0.18920698	0.150241761693992
Tetrapods	25023	ENSPTRT00000045532.3	XM_003811437	jgi|Xentr4|206114|fgenesh1_pm.C_scaffold_1068000001	27071552	545	0.00000000	0.00534285	0	0.02046950	0.23653473	0.0865390887841291
Tetrapods	25024	ENSPTRT00000031173.1	XM_003806662	jgi|Xentr4|189753|fgenesh1_pg.C_scaffold_1163000001	27055467	382	0.00448348	0.01204039	0.372369997981793	0.13854656	0.30282354	0.457515819278779
Tetrapods	25025	ENSPTRT00000029809.5	XM_003832152	jgi|Xentr4|177625|fgenesh1_pg.C_scaffold_394000012	27067054	1619	0.00053452	0.00089820	0.595101313738588	0.01599165	0.22790524	0.0701679785861878
Tetrapods	25026	ENSPTRT00000007213.5	XM_003828601	jgi|Xentr4|202343|fgenesh1_pm.C_scaffold_296000016	27100770	498	0.00575615	0.00687782	0.836914894545074	0.07709140	0.32530261	0.236983650392476
Tetrapods	25027	ENSPTRT00000003382.2	XM_003823004	jgi|Xentr4|204067|fgenesh1_pm.C_scaffold_512000005	27086831	558	0.00000000	0.00249896	0	0.00472970	0.26282763	0.017995444390683
Tetrapods	25029	ENSPTRT00000007551.2	XM_003814669	jgi|Xentr4|424804|e_gw1.1346.1.1	27107011	313	0.00000000	0.00437638	0	0.09705388	0.55953013	0.173456038908932
Tetrapods	25030	ENSPTRT00000039678.5	XM_003822339	jgi|Xentr4|200440|fgenesh1_pm.C_scaffold_154000005	27069504	400	0.00000000	0.00365854	0	0.01251162	0.41140686	0.0304117923556258
Tetrapods	25032	ENSPTRT00000026538.4	XM_003820194	jgi|Xentr4|207625|fgenesh_pm_kg.C_scaffold_17000019	27104018	278	0.00232618	0.01340518	0.173528441990335	0.04229282	0.32093474	0.131780124520019
Tetrapods	25034	ENSPTRT00000009343.5	XM_003824932	jgi|Xentr4|330597|e_gw1.101.76.1	27056434	1034	0.00172724	0.00383878	0.449945034620374	0.03925127	0.30869465	0.127152414206077
Tetrapods	25035	ENSPTRT00000066041.2	XM_003806178	jgi|Xentr4|196300|fgenesh1_pg.C_scaffold_18231000001	27098038	210	0.00647486	0.01224517	0.528768485860139	0.02700076	0.67316977	0.0401098819395886
Tetrapods	25037	ENSPTRT00000012255.4	XM_003832789	jgi|Xentr4|198375|fgenesh1_pm.C_scaffold_49000029	27091487	403	0.00000000	0.00371288	0	0.08201057	0.35722546	0.229576497710997
Tetrapods	25038	ENSPTRT00000004697.3	XM_003806334	jgi|Xentr4|339782|e_gw1.150.316.1	27100879	240	0.00182205	0.02383517	0.0764437593690332	0.01555171	0.50327902	0.030900771504443
Tetrapods	25039	ENSPTRT00000007851.3	XM_008953779	jgi|Xentr4|341072|e_gw1.156.20.1	27063112	306	0.00279460	0.00499170	0.559849349920869	0.03984594	0.33429534	0.119193824239369
Tetrapods	25040	ENSPTRT00000047594.3	XM_008965744	jgi|Xentr4|359235|e_gw1.285.84.1	27087439	460	0.00000000	0.00860842	0	0.03864485	0.31838310	0.121378458844078
Tetrapods	25041	ENSPTRT00000019286.4	XM_003809587	jgi|Xentr4|181088|fgenesh1_pg.C_scaffold_520000021	27102760	476	0.00000000	0.00289157	0	0.02298408	0.44473553	0.0516803323539273
Tetrapods	25042	ENSPTRT00000001954.4	XM_008960419	jgi|Xentr4|462800|C_scaffold_19000026	27101901	430	0.00099701	0.00350059	0.284811988836168	0.06700767	0.23974759	0.279492569664621
Tetrapods	25045	ENSPTRT00000040795.3	XM_003807155	jgi|Xentr4|180771|fgenesh1_pg.C_scaffold_507000017	27094207	414	0.00745612	0.01011820	0.736901820481904	0.03048548	0.38951213	0.0782658039429991
Tetrapods	25047	ENSPTRT00000028090.3	XM_008972126	jgi|Xentr4|189192|fgenesh1_pg.C_scaffold_1084000005	27079661	436	0.00751572	0.00493288	1.52359676294578	0.03007671	0.45456599	0.0661657727627181
Tetrapods	25048	ENSPTRT00000039965.3	XM_008970170	jgi|Xentr4|200179|fgenesh1_pm.C_scaffold_137000009	27098297	346	0.00000000	0.01464354	0	0.09165435	0.81259536	0.11279211586933
Tetrapods	25049	ENSPTRT00000017955.3	XM_003831109	jgi|Xentr4|344086|e_gw1.174.236.1	27056186	166	0.00000000	0.01764787	0	0.05564237	0.40014740	0.139054683349186
Tetrapods	25050	ENSPTRT00000036375.4	XM_008968444	jgi|Xentr4|471562|C_scaffold_856000004	27060568	584	0.00000000	0.00479810	0	0.03330937	0.24528918	0.135796328235921
Tetrapods	25051	ENSPTRT00000037999.5	XM_003822599	jgi|Xentr4|210936|fgenesh_pm_kg.C_scaffold_330000001	27086845	372	0.00000000	0.00797350	0	0.01988808	0.28361722	0.0701229636197689
Tetrapods	25053	ENSPTRT00000043483.3	XM_003811070	jgi|Xentr4|365780|e_gw1.340.47.1	27088397	771	0.04096883	0.09630390	0.425411951125551	0.05352104	0.28249006	0.189461675217882
Tetrapods	25054	ENSPTRT00000010647.3	XM_003826888	jgi|Xentr4|381037|e_gw1.505.8.1	27072581	157	0.00268217	0.01032719	0.259719245990439	0.03051033	0.47001790	0.0649131235214659
Tetrapods	25056	ENSPTRT00000034417.3	XM_003827689	jgi|Xentr4|343490|e_gw1.172.113.1	27068553	318	0.00136271	0.00916742	0.148647056641891	0.06969102	0.34934076	0.199492953527667
Tetrapods	25058	ENSPTRT00000012434.4	XM_008959127	jgi|Xentr4|468931|C_scaffold_413000002	27066675	1453	0.00029885	0.00495624	0.0602977256952851	0.02452822	0.41078806	0.0597101580800571
Tetrapods	25059	ENSPTRT00000034151.3	XM_003805525	jgi|Xentr4|465957|C_scaffold_156000005	27063904	429	0.00000000	0.00359713	0	0.00910712	0.25363623	0.0359062268036392
Tetrapods	25061	ENSPTRT00000021532.3	XM_003816668	jgi|Xentr4|471813|C_scaffold_925000003	27068814	300	0.00000000	0.00454547	0	0.05904110	0.49203257	0.119994292247767
Tetrapods	25063	ENSPTRT00000048272.3	XM_003822421	jgi|Xentr4|189644|fgenesh1_pg.C_scaffold_1142000002	27086720	844	0.01666785	0.02985403	0.558311557937069	0.06946571	0.37072728	0.187376850174069
Tetrapods	25064	ENSPTRT00000022270.4	XM_003830875	jgi|Xentr4|203943|fgenesh1_pm.C_scaffold_495000009	27092325	123	0.00000000	0.01282083	0	0.10696929	0.71917537	0.148738811786616
Tetrapods	25066	ENSPTRT00000064430.2	XM_003826930	jgi|Xentr4|328401|e_gw1.91.263.1	27061335	415	0.00000000	0.01064477	0	0.02873189	0.32860602	0.0874356775326271
Tetrapods	25067	ENSPTRT00000023910.4	XM_003816790	jgi|Xentr4|311639|e_gw1.27.376.1	27089997	272	0.00000000	0.00502094	0	0.08877274	0.40087153	0.221449350618638
Tetrapods	25068	ENSPTRT00000008129.4	XM_003819993	jgi|Xentr4|334903|e_gw1.124.137.1	27075777	318	0.00000000	0.00431967	0	0.04898251	0.25845177	0.189522826638022
Tetrapods	25069	ENSPTRT00000024147.5	XM_003821864	jgi|Xentr4|359216|e_gw1.285.24.1	27105791	523	0.00328723	0.01736691	0.189281225042336	0.05702276	0.45576729	0.125113761454886
Tetrapods	25074	ENSPTRT00000033445.1	XM_003818920	jgi|Xentr4|316273|e_gw1.41.287.1	27075000	76	0.00000000	0.01986871	0	0.37365315	0.97070216	0.384930790717515
Tetrapods	25077	ENSPTRT00000015566.4	XM_008974379	jgi|Xentr4|346124|e_gw1.188.92.1	27061787	496	0.18370873	0.26455479	0.694407120732911	0.01407746	0.26284994	0.0535570219266552
Tetrapods	25078	ENSPTRT00000022685.3	XM_003830977	jgi|Xentr4|312976|e_gw1.30.226.1	27066380	377	0.00117601	0.00357996	0.328498083777472	0.08518059	0.30171409	0.282322214385149
Tetrapods	25079	ENSPTRT00000006526.4	XM_003830427	jgi|Xentr4|362295|e_gw1.309.80.1	27088541	624	0.00000000	0.00228659	0	0.02010112	0.34932044	0.0575434978840631
Tetrapods	25080	ENSPTRT00000019820.4	XM_003817717	jgi|Xentr4|324459|e_gw1.75.206.1	27078967	722	0.00000000	0.00734850	0	0.02374665	0.39877859	0.0595484577043116
Tetrapods	25081	ENSPTRT00000025975.4	XM_003823903	jgi|Xentr4|420324|e_gw1.1164.1.1	27105220	453	0.00483951	0.01250680	0.386950299037324	0.13476646	0.32019623	0.420887091643771
Tetrapods	25082	ENSPTRT00000004786.3	XM_003808985	jgi|Xentr4|371141|e_gw1.392.43.1	27067227	469	0.00000000	0.00325733	0	0.01464131	0.24759174	0.0591348887487119
Tetrapods	25084	ENSPTRT00000026573.3	XM_008964384	jgi|Xentr4|328242|e_gw1.91.266.1	27061312	161	0.02641608	0.03052747	0.865321626718493	0.01870088	0.27579359	0.0678075222850538
Tetrapods	25085	ENSPTRT00000062240.3	XM_003820262	jgi|Xentr4|400050|e_gw1.735.71.1	27085434	632	0.02568294	0.06919973	0.371142199543264	0.10879598	0.22923752	0.474599358778615
Tetrapods	25086	ENSPTRT00000039768.4	XM_003822373	jgi|Xentr4|474241|C_scaffold_9095000002	27057398	257	0.00736619	0.00932558	0.789890816442516	0.80734794	2.48774761	0.32452968169066
Tetrapods	25087	ENSPTRT00000015379.5	XM_008954874	jgi|Xentr4|456025|estExt_fgenesh1_pg.C_3030027	27055799	962	0.00174203	0.00170503	1.02170049793845	0.05847264	0.28559435	0.204740184811079
Tetrapods	25088	ENSPTRT00000006973.4	XM_003828444	jgi|Xentr4|361959|e_gw1.306.166.1	27088452	562	0.00081180	0.00442316	0.183533944058094	0.05887406	0.37306160	0.157813240494331
Tetrapods	25089	ENSPTRT00000013837.5	XM_003828432	jgi|Xentr4|377610|e_gw1.463.61.1	27061117	489	0.00000000	0.00858788	0	0.01989866	0.29692174	0.0670165141831649
Tetrapods	25091	ENSPTRT00000004804.4	XM_003815912	jgi|Xentr4|467139|C_scaffold_244000013	27086893	704	0.00060945	0.00212842	0.286339162383364	0.06965065	0.27640358	0.251988957595991
Tetrapods	25092	ENSPTRT00000031639.5	XM_008976352	jgi|Xentr4|463989|C_scaffold_58000005	27099652	326	0.00129576	0.00488005	0.265521869652975	0.07254466	0.24575769	0.295187751805447
Tetrapods	25094	ENSPTRT00000033138.4	XM_003831551	jgi|Xentr4|211736|fgenesh_pm_kg.C_scaffold_488000004	27100683	1166	0.00038402	0.00224215	0.171273108400419	0.02876908	0.28386986	0.101346018207076
Tetrapods	25096	ENSPTRT00000048442.3	XM_003833202	jgi|Xentr4|81733|gw1.328.73.1	27102078	289	0.00299776	0.00505478	0.593054494953292	0.03561728	0.43046434	0.0827415344090988
Tetrapods	25097	ENSPTRT00000024344.4	XM_008965621	jgi|Xentr4|160332|fgenesh1_pg.C_scaffold_55000120	27101656	306	0.00000000	0.00994215	0	0.09198703	0.27641135	0.332790350323892
Tetrapods	25098	ENSPTRT00000027732.3	XM_003818489	jgi|Xentr4|176530|fgenesh1_pg.C_scaffold_359000009	27091718	708	0.00123096	0.00604944	0.203483297627549	0.04828361	0.31409811	0.153721427995858
Tetrapods	25099	ENSPTRT00000015468.3	XM_003820889	jgi|Xentr4|468313|C_scaffold_346000002	27104985	541	0.00000000	0.00805918	0	0.02370770	0.22880152	0.103616881566171
Tetrapods	25100	ENSPTRT00000037765.2	XM_003821148	jgi|Xentr4|376659|e_gw1.452.3.1	27070029	333	0.00129926	0.00438598	0.296230260967902	0.03493602	0.31655195	0.110364254587596
Tetrapods	25102	ENSPTRT00000008214.3	XM_008973532	jgi|Xentr4|360796|e_gw1.297.67.1	27085643	334	0.00266135	0.00807002	0.329782330155316	0.06328162	0.24394586	0.259408460549402
Tetrapods	25103	ENSPTRT00000044221.3	XM_003806910	jgi|Xentr4|352771|e_gw1.233.11.1	27058685	253	0.00000000	0.00554019	0	0.08008203	0.38146775	0.209931324469762
Tetrapods	25104	ENSPTRT00000059474.2	XM_003831100	jgi|Xentr4|358804|e_gw1.282.17.1	27097343	152	0.05298417	0.09705597	0.545913558949542	0.02341083	0.37286070	0.0627870676636074
Tetrapods	25105	ENSPTRT00000012752.5	XM_003826565	jgi|Xentr4|391210|e_gw1.627.33.1	27101590	1141	0.00000000	0.00511075	0	0.04986263	0.28909668	0.172477352559012
Tetrapods	25108	ENSPTRT00000021439.2	XM_003807101	jgi|Xentr4|181742|fgenesh1_pg.C_scaffold_543000004	27076548	185	0.00000000	0.01183457	0	0.02779739	0.30585910	0.0908829915474151
Tetrapods	25109	ENSPTRT00000018027.2	XM_008961136	jgi|Xentr4|81428|gw1.711.51.1	27053356	96	0.01131243	0.00769238	1.47060207634048	0.07036407	0.21318865	0.330055422744128
Tetrapods	25110	ENSPTRT00000057998.3	XM_008973394	jgi|Xentr4|465450|C_scaffold_124000018	27087635	517	0.10811630	0.13940943	0.775530751398955	0.01833780	0.19488770	0.0940941886019487
Tetrapods	25111	ENSPTRT00000064956.2	XM_008978431	jgi|Xentr4|174390|fgenesh1_pg.C_scaffold_299000010	27063233	960	0.00000000	0.00431759	0	0.02570886	0.24002911	0.10710725878207
Tetrapods	25113	ENSPTRT00000041334.2	XM_003822026	jgi|Xentr4|203316|fgenesh1_pm.C_scaffold_407000001	27076753	64	0.00693647	0.02150685	0.322523754059753	0.02465011	0.35565620	0.0693088156483705
Tetrapods	25114	ENSPTRT00000037933.4	XM_008975218	jgi|Xentr4|303299|e_gw1.3.266.1	27052726	578	0.00000000	0.00257622	0	0.08228318	0.37911515	0.217040073444704
Tetrapods	25115	ENSPTRT00000034028.4	XM_008976470	jgi|Xentr4|324577|e_gw1.76.117.1	27064265	700	0.00061287	0.00428879	0.14290044511389	0.05896494	0.34367507	0.171571769811526
Tetrapods	25116	ENSPTRT00000009706.4	XM_003828323	jgi|Xentr4|455386|estExt_fgenesh1_pg.C_2590009	27106611	2246	0.00130188	0.00147583	0.882134121138614	0.04238086	0.25950562	0.163313842682868
Tetrapods	25118	ENSPTRT00000032508.5	XM_008958373	jgi|Xentr4|201778|fgenesh1_pm.C_scaffold_251000011	27053758	457	0.03868982	0.05614593	0.689093937886504	0.03260356	0.24002795	0.135832347857822
Tetrapods	25119	ENSPTRT00000064016.2	XM_008951248	jgi|Xentr4|322806|e_gw1.67.168.1	27095274	547	0.00000000	0.00241741	0	0.02822996	0.25128104	0.112344170495315
Tetrapods	25120	ENSPTRT00000017993.1	XM_008961133	jgi|Xentr4|344809|e_gw1.178.213.1	27052685	303	0.00310640	0.01145789	0.271114489666073	0.03023265	0.40137491	0.0753227200972776
Tetrapods	25122	ENSPTRT00000014449.3	XM_003830555	jgi|Xentr4|309156|e_gw1.21.10.1	27055849	387	0.00000000	0.00336890	0	0.01423598	0.24555655	0.0579743444025419
Tetrapods	25125	ENSPTRT00000064991.2	XM_003821400	jgi|Xentr4|387144|e_gw1.571.44.1	27070610	1024	0.00042529	0.00139018	0.305924412665986	0.02660936	0.28077398	0.0947714599479624
Tetrapods	25126	ENSPTRT00000019097.3	XM_003810017	jgi|Xentr4|314682|e_gw1.36.96.1	27051589	544	0.00081533	0.01496931	0.0544667723495605	0.02764600	0.26909829	0.102735695570566
Tetrapods	25128	ENSPTRT00000044849.3	XM_003823026	jgi|Xentr4|381462|e_gw1.512.86.1	27086833	1030	0.00000000	0.00137583	0	0.01300672	0.24316507	0.0534892614305171
Tetrapods	25130	ENSPTRT00000002273.3	XM_003809192	jgi|Xentr4|158708|fgenesh1_pg.C_scaffold_39000003	27076032	1120	0.00000000	0.00490398	0	0.05435833	0.21893459	0.248285709444086
Tetrapods	25131	ENSPTRT00000009860.2	XM_003832571	jgi|Xentr4|365680|e_gw1.339.19.1	27073796	430	0.00000000	0.00660797	0	0.02400614	0.25337067	0.0947471149679637
Tetrapods	25132	ENSPTRT00000038372.3	XM_003823354	jgi|Xentr4|92519|gw1.86.89.1	27053680	426	0.00314164	0.01256245	0.250081791370314	0.02833743	0.27642705	0.102513230886775
Tetrapods	25133	ENSPTRT00000025427.3	XM_003806140	jgi|Xentr4|339180|e_gw1.148.115.1	27098951	315	0.00000000	0.00446430	0	0.01401419	0.30284848	0.046274592495891
Tetrapods	25134	ENSPTRT00000031902.4	XM_003829286	jgi|Xentr4|202097|fgenesh1_pm.C_scaffold_278000011	27076807	546	0.00000000	0.01274999	0	0.04686471	0.28311844	0.165530404872251
Tetrapods	25136	ENSPTRT00000050267.4	XM_008970071	jgi|Xentr4|337681|e_gw1.137.11.1	27093173	105	0.00000000	0.01408492	0	0.01645028	0.38916764	0.0422704210452853
Tetrapods	25137	ENSPTRT00000022592.4	XM_003816557	jgi|Xentr4|358335|e_gw1.280.110.1	27091888	221	0.03321937	0.07515670	0.442001444980953	0.02977073	0.29142013	0.10215742474619
Tetrapods	25138	ENSPTRT00000022001.4	XM_003822003	jgi|Xentr4|163914|fgenesh1_pg.C_scaffold_98000023	27053192	370	0.03204601	0.03699380	0.866253534376031	0.23886750	0.51659678	0.462386738066776
Tetrapods	25139	ENSPTRT00000023547.5	XM_003823539	jgi|Xentr4|197209|fgenesh1_pm.C_scaffold_15000033	27077039	948	0.00182997	0.00612717	0.298664799573049	0.04754004	0.32644255	0.145630647720403
Tetrapods	25140	ENSPTRT00000043894.4	XM_003816779	jgi|Xentr4|319443|e_gw1.53.74.1	27088687	854	0.00556120	0.01047747	0.530776991010234	0.03732816	0.26073166	0.143166963306259
Tetrapods	25142	ENSPTRT00000043775.4	XM_008959388	jgi|Xentr4|373233|e_gw1.414.35.1	27054010	301	0.00000000	0.00432278	0	0.03161845	0.21826272	0.144864180195317
Tetrapods	25143	ENSPTRT00000020704.3	XM_008970862	jgi|Xentr4|433483|e_gw1.2506.1.1	27089410	534	0.00169038	0.00239904	0.704606842737095	0.04218020	0.26083795	0.161710364615272
Tetrapods	25145	ENSPTRT00000065458.2	XM_003818738	jgi|Xentr4|408403|e_gw1.881.16.1	27057683	575	0.00228470	0.01229788	0.185779988095509	0.03902448	0.26245225	0.148691733448656
Tetrapods	25146	ENSPTRT00000028247.4	XM_003811581	jgi|Xentr4|132823|gw1.630.62.1	27090898	534	0.00000000	0.00924986	0	0.05835513	0.55315469	0.105495137354797
Tetrapods	25148	ENSPTRT00000043064.2	XM_008975571	jgi|Xentr4|467738|C_scaffold_293000011	27069062	4127	0.00052709	0.00450921	0.116891872412241	0.02205165	0.27544003	0.080059713905782
Tetrapods	25150	ENSPTRT00000067648.1	XM_008965504	jgi|Xentr4|355404|e_gw1.255.345.1	27052632	262	0.00000000	0.00531446	0	0.02011575	0.47668541	0.0421992147819251
Tetrapods	25151	ENSPTRT00000033698.2	XM_008958694	jgi|Xentr4|410799|e_gw1.924.110.1	27101379	452	0.00195329	0.00912559	0.214045338438391	0.08979784	0.69796542	0.12865657441883
Tetrapods	25154	ENSPTRT00000018544.3	XM_003827292	jgi|Xentr4|408000|e_gw1.873.4.1	27078575	339	0.00000000	0.00854710	0	0.04316327	0.22642330	0.190630867052993
Tetrapods	25155	ENSPTRT00000003348.5	XM_008976637	jgi|Xentr4|336656|e_gw1.132.67.1	27076788	518	0.00342466	0.00261324	1.31050343634722	0.04583584	0.24821003	0.184665543128938
Tetrapods	25156	ENSPTRT00000015424.4	XM_003829549	jgi|Xentr4|399099|e_gw1.723.17.1	27089794	1049	0.00165472	0.00690931	0.23949135297157	0.03303197	0.19336832	0.170824103969047
Tetrapods	25157	ENSPTRT00000003314.4	XM_003823049	jgi|Xentr4|308105|e_gw1.18.216.1	27102752	975	0.00225870	0.01138542	0.198385303308969	0.02588834	0.23955019	0.10807063020906
Tetrapods	25159	ENSPTRT00000022520.3	XM_003816615	jgi|Xentr4|157614|fgenesh1_pg.C_scaffold_30000006	27088148	510	0.00000000	0.00288601	0	0.01246626	0.22906124	0.0544232625301426
Tetrapods	25160	ENSPTRT00000028351.3	XM_008975396	jgi|Xentr4|383654|e_gw1.533.32.1	27053258	662	0.00747974	0.01027804	0.727739919284222	0.01702479	0.34835150	0.0488724463652374
