Division	SeqNumber	I.ID1	I.ID2	P.ID1	P.ID2	NoSites	I.dn	I.ds	I.dnds	P.dn	P.ds	P.dnds
Archosaurs	34647	XM_006263611_AM	XM_014522330_AS	XM_005232264_FP	XM_005441679_FC	222	0.00797217	0.02517279	0.316697910720266	0.00000000	0.01247430	0
Archosaurs	34648	XM_014593691_AM	XM_014518150_AS	XM_005233265_FP	XM_005445238_FC	380	0.00916829	0.04319152	0.21227060311839	0.00000000	0.00365854	0
Archosaurs	34649	XM_006264070_AM	XM_014524893_AS	XM_013295351_FP	XM_014279524_FC	544	0.00241936	0.02608959	0.092732771960004	0.00000000	0.00253486	0
Archosaurs	34650	XM_014597866_AM	XM_006030325_AS	XM_005240061_FP	XM_005437628_FC	420	0.03165997	0.10887776	0.290784545898079	0.00103128	0.00346021	0.298039714352597
Archosaurs	34654	XM_006261136_AM	XM_006023569_AS	XM_005242810_FP	XM_005440735_FC	433	0.00931769	0.01857201	0.501706061971752	0.00414294	0.02146289	0.193028059129036
Archosaurs	34655	XM_006266908_AM	XM_006035904_AS	XM_013303834_FP	XM_005435336_FC	411	0.00106591	0.01026827	0.103806191305838	0.00214823	0.01681685	0.127742710436259
Archosaurs	34656	XM_014600141_AM	XM_014522414_AS	XM_005234543_FP	XM_005435940_FC	523	0.01126508	0.04414085	0.255207591154226	0.00167294	0.00269179	0.621497219322458
Archosaurs	34657	XM_014606218_AM	XM_014527843_AS	XM_005232940_FP	XM_014282399_FC	565	0.00076707	0.01551779	0.0494316523164703	0.00077042	0.00506331	0.152157383213748
Archosaurs	34658	XM_014599709_AM	XM_006015006_AS	XM_005237291_FP	XM_005445583_FC	1016	0.00690553	0.01542831	0.447588232282084	0.00258213	0.00278164	0.928276124875972
Archosaurs	34660	XM_014601960_AM	XM_006031477_AS	XM_005229669_FP	XM_005443992_FC	284	0.00952142	0.04249760	0.224046063777719	0.01124820	0.05532461	0.203312775273066
