Division	SeqNumber	I.ID1	I.ID2	P.ID1	P.ID2	NoSites	I.dn	I.ds	I.dnds	P.dn	P.ds	P.dnds
Amphibians	23100	Axolotl_contig_8247352_O	Notophthalmus_contig_7652_O	jgi|Xentr4|88765|gw1.911.36.1	27081901	80	0.01082075	0.67684125	0.0159871313989802	0.00544220	0.28030488	0.0194152880963043
Amphibians	23101	Axolotl_contig_8253738_O	Notophthalmus_contig_43147_O	jgi|Xentr4|199414|fgenesh1_pm.C_scaffold_95000009	27092191	386	0.06342902	0.70216448	0.0903335640105293	0.04491843	0.28790862	0.156016273496778
Amphibians	23102	Axolotl_contig_8258851_O	Notophthalmus_contig_6065_O	jgi|Xentr4|442786|e_gw1.9835.4.1	27100864	283	0.14101710	1.45733295	0.0967638177672439	0.06625559	0.56518029	0.117229123471379
Amphibians	23103	Axolotl_contig_8255422_O	Notophthalmus_contig_7227_O	jgi|Xentr4|365907|e_gw1.341.8.1	27081907	368	0.10194745	0.70299242	0.145019273465281	0.06957695	0.46754231	0.148814232448824
Amphibians	23104	Axolotl_contig_8269807_O	Notophthalmus_contig_2555_O	jgi|Xentr4|306988|e_gw1.14.197.1	27068402	898	0.07415475	0.78828487	0.094071005066988	0.03296285	0.32805633	0.1004792378187
Amphibians	23105	Axolotl_contig_8262843_O	Notophthalmus_contig_51778_O	jgi|Xentr4|165196|fgenesh1_pg.C_scaffold_114000020	27066663	171	0.05207450	0.96142738	0.0541637372549136	0.00000000	0.23984329	0
Amphibians	23106	Axolotl_contig_8282198_O	Notophthalmus_contig_47089_O	jgi|Xentr4|301944|e_gw1.1.410.1	27100630	70	0.09578694	2.15632821	0.0444213174765265	0.02827560	0.10052196	0.281287790250011
Amphibians	23107	Axolotl_contig_8271666_O	Notophthalmus_contig_36377_O	jgi|Xentr4|162674|fgenesh1_pg.C_scaffold_83000006	27076161	174	0.16459183	0.71964904	0.228711247916068	0.09617426	0.25928734	0.370917685375615
Amphibians	23108	Axolotl_contig_8261470_O	Notophthalmus_contig_12001_O	jgi|Xentr4|172046|fgenesh1_pg.C_scaffold_244000002	27086900	395	0.06881949	0.80466141	0.085526022678284	0.01438495	0.23503805	0.0612026435719663
Amphibians	23109	Axolotl_contig_8254656_O	Notophthalmus_contig_4868_O	jgi|Xentr4|356446|e_gw1.264.19.1	27089299	1464	0.05037913	0.87714141	0.0574355849873739	0.04925130	0.35028199	0.140604716788322
Amphibians	23111	Axolotl_contig_8246942_O	Notophthalmus_contig_1713_O	jgi|Xentr4|210699|fgenesh_pm_kg.C_scaffold_294000005	27105286	209	0.06178199	0.52927150	0.116730241473421	0.03342871	0.24083546	0.138803106486063
Amphibians	23112	Axolotl_contig_8250673_O	Notophthalmus_contig_6845_O	jgi|Xentr4|344635|e_gw1.178.143.1	27082698	1522	0.05837454	0.40646930	0.14361365052662	0.04547959	0.24870857	0.182862978947609
Amphibians	23113	Axolotl_contig_8266234_O	Notophthalmus_contig_11321_O	jgi|Xentr4|469286|C_scaffold_457000007	27096602	342	0.04695748	0.51353764	0.0914392175810131	0.02481994	0.16151519	0.15366938552343
Amphibians	23114	Axolotl_contig_8263046_O	Notophthalmus_contig_3609_O	jgi|Xentr4|205183|fgenesh1_pm.C_scaffold_725000004	27093136	197	0.06225446	0.95218475	0.0653806522316179	0.05732667	0.36492803	0.1570903446359
Amphibians	23115	Axolotl_contig_8247161_O	Notophthalmus_contig_3442_O	jgi|Xentr4|345401|e_gw1.182.168.1	27092199	117	0.03316535	0.67192558	0.0493586655831737	0.01923182	0.19421104	0.0990253695155538
Amphibians	23116	Axolotl_contig_8255481_O	Notophthalmus_contig_5282_O	jgi|Xentr4|326668|e_gw1.83.200.1	27099256	1493	0.07056026	0.65217156	0.108192789026249	0.03832610	0.21707037	0.176560716232252
Amphibians	23117	Axolotl_contig_8262230_O	Notophthalmus_contig_5849_O	jgi|Xentr4|157614|fgenesh1_pg.C_scaffold_30000006	27088148	323	0.03108895	0.81639431	0.0380808019105376	0.01419281	0.27080894	0.0524089418909139
Amphibians	23118	Axolotl_contig_8278789_O	Notophthalmus_contig_5301_O	jgi|Xentr4|328491|e_gw1.91.243.1	27063887	104	0.08109744	0.76689749	0.105747431772139	0.03677737	0.15457912	0.237919390406673
Amphibians	23119	Axolotl_contig_8247013_O	Notophthalmus_contig_3850_O	jgi|Xentr4|183294|fgenesh1_pg.C_scaffold_618000010	27087364	306	0.05401742	0.63777401	0.0846968034962729	0.03059048	0.25500354	0.119961001325707
Amphibians	23120	Axolotl_contig_8267913_O	Notophthalmus_contig_52283_O	jgi|Xentr4|306427|e_gw1.13.160.1	27086700	410	0.13225069	0.68314899	0.193589819989341	0.05008663	0.37030972	0.135256049989722
Amphibians	23121	Axolotl_contig_8268070_O	Notophthalmus_contig_8590_O	jgi|Xentr4|20469|gw1.2158.4.1	27077580	435	0.11747351	0.68134043	0.172415293189045	0.10551227	0.44019373	0.239695076983491
Amphibians	23122	Axolotl_contig_8249481_O	Notophthalmus_contig_2462_O	jgi|Xentr4|159151|fgenesh1_pg.C_scaffold_42000072	27092915	482	0.07110871	0.73791983	0.0963637337134577	0.04124384	0.22303365	0.184922050999928
Amphibians	23123	Axolotl_contig_8256770_O	Notophthalmus_contig_2638_O	jgi|Xentr4|343206|e_gw1.170.115.1	27075929	189	0.03762544	0.78823818	0.0477335924022356	0.01433735	0.33455315	0.0428552234525366
Amphibians	23124	Axolotl_contig_8249377_O	Notophthalmus_contig_31607_O	jgi|Xentr4|165929|fgenesh1_pg.C_scaffold_126000046	27072212	473	0.03690141	0.78093537	0.0472528347640343	0.01774816	0.36002355	0.0492972195846633
Amphibians	23125	Axolotl_contig_8251974_O	Notophthalmus_contig_3501_O	jgi|Xentr4|308038|e_gw1.18.231.1	27079917	198	0.04912470	0.72428671	0.0678249363432335	0.03892645	0.19226417	0.20246336069794
Amphibians	23126	Axolotl_contig_8253434_O	Notophthalmus_contig_18275_O	jgi|Xentr4|460742|estExt_fgenesh1_pg.C_9230004	27087471	845	0.01417142	0.75181606	0.0188495840325624	0.02037258	0.28098019	0.0725053961989278
Amphibians	23127	Axolotl_contig_8250445_O	Notophthalmus_contig_38320_O	jgi|Xentr4|326858|e_gw1.84.194.1	27072948	165	0.04328796	0.73991616	0.058503871573774	0.02345558	0.26687333	0.0878903111075206
Amphibians	23128	Axolotl_contig_8253662_O	Notophthalmus_contig_3749_O	jgi|Xentr4|143877|gw1.59.220.1	27067058	144	0.06429360	0.76547188	0.0839921121596263	0.02536924	0.16479356	0.153945578941313
Amphibians	23129	Axolotl_contig_8258646_O	Notophthalmus_contig_5596_O	jgi|Xentr4|325517|e_gw1.79.195.1	27073033	236	0.37549555	1.52339789	0.246485538981546	0.04628475	0.36134186	0.128091303897091
Amphibians	23130	Axolotl_contig_8253506_O	Notophthalmus_contig_39272_O	jgi|Xentr4|472550|C_scaffold_1239000001	27062466	231	0.08038405	0.83501205	0.0962669341119089	0.10349110	0.35680521	0.29004929608511
Amphibians	23131	Axolotl_contig_8251848_O	Notophthalmus_contig_10975_O	jgi|Xentr4|470371|C_scaffold_610000012	27070628	185	0.06378070	0.82207479	0.0775850333520141	0.01429182	0.36615870	0.0390317640957323
Amphibians	23132	Axolotl_contig_8246770_O	Notophthalmus_contig_2164_O	jgi|Xentr4|307325|e_gw1.15.3.1	27077058	1125	0.12660306	1.02268970	0.123794206590719	0.04720592	0.32112539	0.147001518627973
Amphibians	23133	Ambystoma_mexicanum_n_18_O	Notophthalmus_contig_8702_O	jgi|Xentr4|383147|e_gw1.529.38.1	27082196	175	0.05754455	0.43228403	0.133117455206476	0.05405370	0.12779287	0.422978997185054
Amphibians	23134	Axolotl_contig_8249345_O	Notophthalmus_contig_53897_O	jgi|Xentr4|344067|e_gw1.174.281.1	27090680	168	0.13964253	0.99050563	0.140981056311613	0.03858088	0.31553320	0.122272014482153
Amphibians	23135	Axolotl_contig_8249920_O	Notophthalmus_contig_9428_O	jgi|Xentr4|309400|e_gw1.22.22.1	27074014	336	0.07046028	1.12225449	0.0627845828444848	0.06348798	0.24577718	0.258315194274749
Amphibians	23136	Axolotl_contig_8250720_O	Notophthalmus_contig_10132_O	jgi|Xentr4|431165|e_gw1.1941.13.1	27064085	80	0.06259555	0.85540095	0.0731768534977662	0.38912294	0.85431018	0.455482035810459
Amphibians	23137	Axolotl_contig_8248823_O	Notophthalmus_contig_1623_O	jgi|Xentr4|161357|fgenesh1_pg.C_scaffold_67000096	27055937	622	0.06354869	0.41123126	0.154532731777249	0.05086797	0.25266372	0.201326767452011
Amphibians	23138	Axolotl_contig_8251484_O	Notophthalmus_contig_340_O	jgi|Xentr4|472007|C_scaffold_976000007	27060125	340	0.03251132	0.91761816	0.0354301183402909	0.01346910	0.39372582	0.0342093388744482
Amphibians	23139	Axolotl_contig_8245117_O	Notophthalmus_contig_4612_O	jgi|Xentr4|433541|e_gw1.2525.3.1	27097688	132	0.00330215	0.91891343	0.00359353764151646	0.02355774	0.55658576	0.0423254450491152
Amphibians	23140	Axolotl_contig_8249233_O	Notophthalmus_contig_59295_O	jgi|Xentr4|185706|fgenesh1_pg.C_scaffold_751000002	27084421	277	0.07274961	0.70561362	0.103101198641829	0.06327320	0.34629439	0.182715059288139
Amphibians	23141	Axolotl_contig_8269213_O	Notophthalmus_contig_7034_O	jgi|Xentr4|391593|e_gw1.633.76.1	27072083	83	0.09936419	1.17623708	0.0844763285306394	0.07253972	0.46063380	0.157478066090678
Amphibians	23142	Ambystoma_mexicanum_n_1978_O	Notophthalmus_contig_7555_O	jgi|Xentr4|198807|fgenesh1_pm.C_scaffold_69000025	27054886	104	0.04572052	0.40424738	0.113100349592866	0.02872146	0.26065685	0.110188778848513
Amphibians	23143	Axolotl_contig_8267657_O	Notophthalmus_contig_32168_O	jgi|Xentr4|202287|fgenesh1_pm.C_scaffold_293000001	27060720	164	0.13651486	0.91593674	0.149043983103025	0.14274433	0.41160365	0.346800447469307
Amphibians	23144	Axolotl_contig_8263730_O	Notophthalmus_contig_45720_O	jgi|Xentr4|467014|C_scaffold_233000009	27092935	273	0.04594506	0.66966735	0.0686087801652567	0.02982661	0.32795364	0.0909476412580754
Amphibians	23145	Axolotl_contig_8269270_O	Notophthalmus_contig_5451_O	jgi|Xentr4|182502|fgenesh1_pg.C_scaffold_579000009	27090392	178	0.11405861	0.63170454	0.180556894525406	0.02614915	0.33021267	0.0791888148931414
Amphibians	23146	Axolotl_contig_8263127_O	Notophthalmus_contig_4135_O	jgi|Xentr4|397239|e_gw1.697.84.1	27093950	407	0.05748139	0.76623844	0.0750176276721382	0.03147605	0.38635927	0.0814683442175465
Amphibians	23147	Axolotl_contig_8249985_O	Notophthalmus_contig_91_O	jgi|Xentr4|203728|fgenesh1_pm.C_scaffold_463000003	27099615	649	0.02306203	0.83484603	0.0276242913917911	0.00850634	0.28252441	0.0301083364796691
Amphibians	23148	Axolotl_contig_8254119_O	Notophthalmus_contig_921_O	jgi|Xentr4|166957|fgenesh1_pg.C_scaffold_144000041	27079285	1167	0.14081523	0.81330464	0.173139587645781	0.04119439	0.26541226	0.155209069844777
Amphibians	23149	Axolotl_contig_8257206_O	Notophthalmus_contig_42383_O	jgi|Xentr4|463672|C_scaffold_44000020	27106574	509	0.06214703	0.67904932	0.0915206424181384	0.02889181	0.32648855	0.0884925673503711
Amphibians	23150	Axolotl_contig_8275914_O	Notophthalmus_contig_50494_O	jgi|Xentr4|173639|fgenesh1_pg.C_scaffold_282000014	27097354	120	0.08018048	0.98187199	0.0816608283122528	0.13198853	0.50287853	0.262466027332684
Amphibians	23151	Axolotl_contig_8252275_O	Notophthalmus_contig_4384_O	jgi|Xentr4|179153|fgenesh1_pg.C_scaffold_447000014	27105650	377	0.06699800	1.08760595	0.0616013547921469	0.02836659	0.27023457	0.104970248625111
Amphibians	23152	Axolotl_contig_8251089_O	Notophthalmus_contig_26244_O	jgi|Xentr4|172130|fgenesh1_pg.C_scaffold_246000001	27066060	315	0.14345776	1.02781496	0.139575473779833	0.01770797	0.30009060	0.059008746025367
Amphibians	23153	Ambystoma_mexicanum_n_3758_O	Notophthalmus_contig_5248_O	jgi|Xentr4|389731|e_gw1.609.126.1	27107202	124	0.05606595	0.70193752	0.0798731345775618	0.01087304	0.31177751	0.0348743563960082
Amphibians	23154	Axolotl_contig_8278131_O	Notophthalmus_contig_54956_O	jgi|Xentr4|314102|e_gw1.34.3.1	27078537	387	0.03676784	1.00478854	0.0365926148003241	0.02520042	0.33598871	0.0750037702159695
Amphibians	23155	Axolotl_contig_8251105_O	Notophthalmus_contig_19620_O	jgi|Xentr4|357109|e_gw1.271.147.1	27052021	179	0.08808905	0.75760214	0.116273496798729	0.04580631	0.30825397	0.148599254050159
Amphibians	23156	Axolotl_contig_8268510_O	Notophthalmus_contig_45084_O	jgi|Xentr4|470520|C_scaffold_636000002	27054968	209	0.02558884	0.71264421	0.0359068938481939	0.02242958	0.31948612	0.0702051782406071
Amphibians	23157	Axolotl_contig_8301076_O	Notophthalmus_contig_10770_O	jgi|Xentr4|316453|e_gw1.41.403.1	27077233	236	0.04592539	0.96760057	0.0474631696424073	0.00951789	0.25682846	0.0370593274592699
Amphibians	23159	Axolotl_contig_8263973_O	Notophthalmus_contig_56414_O	jgi|Xentr4|302688|e_gw1.2.185.1	27079452	442	0.15362653	0.72718546	0.211261828584967	0.04798001	0.20056567	0.239223442376754
Amphibians	23160	Axolotl_contig_8250027_O	Notophthalmus_contig_2995_O	jgi|Xentr4|329060|e_gw1.95.2.1	27086409	1183	0.05331616	0.85767276	0.0621637557895624	0.01926864	0.26840453	0.0717895484103789
Amphibians	23161	Axolotl_contig_8260167_O	Notophthalmus_contig_9798_O	jgi|Xentr4|382051|e_gw1.517.24.1	27071863	176	0.02835837	0.91055163	0.0311441647740502	0.01739208	0.30151707	0.0576819083576263
Amphibians	23162	Axolotl_contig_8244929_O	Notophthalmus_viridescens_n_507_O	jgi|Xentr4|372780|e_gw1.410.91.1	27083691	56	0.11805521	0.75791657	0.155762803813618	0.02409846	0.29066564	0.0829078387111734
Amphibians	23163	Axolotl_contig_8302032_O	Notophthalmus_contig_3790_O	jgi|Xentr4|365196|e_gw1.334.53.1	27060978	134	0.03370407	0.23654563	0.142484433130301	0.01636726	0.33212031	0.0492811174360279
Amphibians	23164	Axolotl_contig_8251976_O	Notophthalmus_contig_51585_O	jgi|Xentr4|378481|e_gw1.474.55.1	27107021	356	0.02266866	0.77252778	0.0293434884632887	0.00967560	0.24329253	0.0397694084565605
Amphibians	23165	Axolotl_contig_8269382_O	Notophthalmus_contig_52253_O	jgi|Xentr4|137040|gw1.321.115.1	27103893	100	0.09150710	0.87346957	0.104762779543654	0.06157302	0.19815970	0.31072422899308
Amphibians	23166	Axolotl_contig_8279559_O	Notophthalmus_contig_6021_O	jgi|Xentr4|465223|C_scaffold_112000011	27091174	349	0.17766686	1.19888261	0.148193708473259	0.03773590	0.35110216	0.107478404576036
Amphibians	23167	Axolotl_contig_8256824_O	Notophthalmus_contig_7223_O	jgi|Xentr4|465960|C_scaffold_157000001	27068915	523	0.05917957	0.75303240	0.0785883449370837	0.01723813	0.27208539	0.0633555884790433
Amphibians	23168	Axolotl_contig_8250084_O	Notophthalmus_contig_5543_O	jgi|Xentr4|397184|e_gw1.695.1.1	27075795	302	0.01429125	0.55217504	0.0258817385153809	0.00424980	0.28524853	0.0148985868568718
Amphibians	23169	Axolotl_contig_8264786_O	Notophthalmus_contig_5434_O	jgi|Xentr4|371268|e_gw1.394.36.1	27106660	623	0.05589355	0.96547317	0.0578923907331366	0.05782010	0.25621574	0.225669586107395
Amphibians	23170	Axolotl_contig_8255312_O	Notophthalmus_contig_6824_O	jgi|Xentr4|91643|gw1.31.195.1	27089416	498	0.03968349	0.89762881	0.0442092427938003	0.01770908	0.20498525	0.08639197210531
Amphibians	23171	Axolotl_contig_8252163_O	Notophthalmus_contig_47000_O	jgi|Xentr4|166445|fgenesh1_pg.C_scaffold_135000078	27101234	346	0.03342008	0.73793859	0.0452884297594465	0.02120283	0.20893578	0.101480129444559
Amphibians	23172	Axolotl_contig_8254670_O	Notophthalmus_contig_10847_O	jgi|Xentr4|452096|estExt_fgenesh1_pg.C_980049	27060803	784	0.05061887	0.71781354	0.0705181320486097	0.00440247	0.28349218	0.0155294230690949
Amphibians	23173	Axolotl_contig_8267190_O	Notophthalmus_contig_37195_O	jgi|Xentr4|198088|fgenesh1_pm.C_scaffold_40000004	27101477	468	0.02749340	0.82509730	0.0333214034272079	0.00938539	0.23111093	0.0406098924010215
Amphibians	23174	Axolotl_contig_8294928_O	Notophthalmus_contig_42707_O	jgi|Xentr4|442145|e_gw1.9309.1.1	27053999	182	0.13609450	0.73103115	0.1861678534492	0.05820795	0.50885774	0.114389436230252
Amphibians	23175	Axolotl_contig_8257294_O	Notophthalmus_contig_6177_O	jgi|Xentr4|387743|e_gw1.579.51.1	27052078	213	0.06780021	0.68091634	0.0995720120330788	0.03973017	0.37513494	0.105909009701949
Amphibians	23176	Axolotl_contig_8245110_O	Notophthalmus_contig_3155_O	jgi|Xentr4|343359|e_gw1.171.4.1	27073765	530	0.02796484	0.88061598	0.0317559987952978	0.01415922	0.20221618	0.0700202130215297
Amphibians	23177	Axolotl_contig_8245187_O	Notophthalmus_contig_56519_O	jgi|Xentr4|368442|e_gw1.363.43.1	27085391	451	0.05959410	0.77096320	0.0772982419913168	0.04083473	0.22254142	0.183492717894943
Amphibians	23178	Axolotl_contig_8245938_O	Notophthalmus_contig_11733_O	jgi|Xentr4|339086|e_gw1.147.49.1	27053452	170	0.09992532	0.85181661	0.117308489675964	0.17852114	0.36232371	0.492711724551507
Amphibians	23179	Axolotl_contig_8251986_O	Notophthalmus_contig_3248_O	jgi|Xentr4|307178|e_gw1.15.177.1	27061081	387	0.02710660	0.75831003	0.0357460654977754	0.03242977	0.30504045	0.106313015208311
Amphibians	23180	Axolotl_contig_8258757_O	Notophthalmus_contig_9182_O	jgi|Xentr4|351786|e_gw1.225.75.1	27053694	570	0.06979959	0.63756618	0.109478187817302	0.02630678	0.24883304	0.105720606877608
Amphibians	23181	Axolotl_contig_8248580_O	Notophthalmus_contig_10315_O	jgi|Xentr4|199662|fgenesh1_pm.C_scaffold_106000017	27063434	185	0.00000000	0.62028300	0	0.00720006	0.28152037	0.0255756270851733
Amphibians	23182	Axolotl_contig_8269786_O	Notophthalmus_contig_4067_O	jgi|Xentr4|310350|e_gw1.24.754.1	27060046	1106	0.11901590	0.87213631	0.136464791839707	0.02468048	0.28265728	0.087315918415404
Amphibians	23183	Axolotl_contig_8300687_O	Notophthalmus_contig_5315_O	jgi|Xentr4|374795|e_gw1.434.29.1	27107108	62	0.03743232	0.93910421	0.0398596019498198	0.04251433	0.33375930	0.127380210828582
Amphibians	23184	Axolotl_contig_8274783_O	Notophthalmus_contig_56112_O	jgi|Xentr4|155931|fgenesh1_pg.C_scaffold_16000008	27087072	523	0.05241565	0.60895499	0.0860747524213571	0.02935429	0.21636654	0.135669267530922
Amphibians	23185	Axolotl_contig_8253999_O	Notophthalmus_contig_5794_O	jgi|Xentr4|201245|fgenesh1_pm.C_scaffold_208000008	27079848	247	0.00701247	0.60866307	0.0115211031285338	0.02807875	0.20844782	0.134703975316221
Amphibians	23186	Axolotl_contig_8248678_O	Notophthalmus_contig_4743_O	jgi|Xentr4|173717|fgenesh1_pg.C_scaffold_284000003	27100964	172	0.04672791	0.74409661	0.0627981761669362	0.03062301	0.35736410	0.0856913439262646
Amphibians	23187	Axolotl_contig_8244868_O	Notophthalmus_contig_5685_O	jgi|Xentr4|305813|e_gw1.11.217.1	27084290	445	0.04732088	0.80852824	0.0585271826745347	0.03176693	0.31928448	0.0994941251137544
Amphibians	23188	Axolotl_contig_8247405_O	Notophthalmus_contig_9113_O	jgi|Xentr4|166647|fgenesh1_pg.C_scaffold_139000008	27079978	67	0.03882268	1.05310071	0.0368651161577889	0.01269200	0.21923493	0.0578922345996598
Amphibians	23189	Axolotl_contig_8253837_O	Notophthalmus_contig_3649_O	jgi|Xentr4|471441|C_scaffold_820000001	27101613	323	0.32178853	1.28791670	0.249851974122239	0.10300676	0.35055720	0.293837239685849
Amphibians	23190	Axolotl_contig_8246392_O	Notophthalmus_contig_7720_O	jgi|Xentr4|203968|fgenesh1_pm.C_scaffold_499000002	27090853	200	0.01555611	0.61511015	0.0252899582294326	0.00882850	0.25322123	0.0348647702248346
Amphibians	23191	Axolotl_contig_8259583_O	Notophthalmus_contig_12297_O	jgi|Xentr4|315286|e_gw1.38.161.1	27052031	931	0.13073334	0.95312314	0.137163116195039	0.04340612	0.33936389	0.127904356589029
Amphibians	23192	Axolotl_contig_8258630_O	Notophthalmus_contig_48181_O	jgi|Xentr4|95444|gw1.103.168.1	27080154	214	0.12515842	0.83289757	0.150268681898063	0.07290349	0.47518076	0.153422646994377
Amphibians	23193	Axolotl_contig_8252060_O	Notophthalmus_contig_34529_O	jgi|Xentr4|382336|e_gw1.520.202.1	27066213	158	0.08678892	1.41406529	0.0613754687380807	0.02156354	0.29436176	0.0732552353267625
Amphibians	23194	Axolotl_contig_8259790_O	Notophthalmus_contig_34678_O	jgi|Xentr4|340683|e_gw1.155.165.1	27095701	599	0.03235399	0.95428617	0.0339038655459085	0.01364512	0.26754785	0.0510006714686737
Amphibians	23195	Axolotl_contig_8249711_O	Notophthalmus_contig_4090_O	jgi|Xentr4|208639|fgenesh_pm_kg.C_scaffold_77000003	27092564	714	0.02074409	0.88750315	0.023373539575606	0.01857204	0.47792273	0.038859921979438
Amphibians	23196	Axolotl_contig_8260606_O	Notophthalmus_contig_56052_O	jgi|Xentr4|406748|e_gw1.843.36.1	27084363	89	0.11515823	1.44118847	0.0799050453130533	0.06167857	0.15483329	0.398354707828013
Amphibians	23197	Axolotl_contig_8252661_O	Notophthalmus_contig_43158_O	jgi|Xentr4|80336|gw1.447.45.1	27105644	1080	0.16621595	0.92593903	0.179510685492975	0.04804547	0.27679048	0.173580644825646
Amphibians	23198	Axolotl_contig_8251336_O	Notophthalmus_contig_5669_O	jgi|Xentr4|203145|fgenesh1_pm.C_scaffold_389000001	27085872	625	0.03207902	0.82395922	0.0389327763090023	0.02142919	0.26055828	0.0822433660523089
Amphibians	23199	Axolotl_contig_8255364_O	Notophthalmus_contig_4413_O	jgi|Xentr4|164046|fgenesh1_pg.C_scaffold_100000018	27097073	291	0.03807924	0.75464240	0.0504599794551698	0.01744044	0.34159497	0.0510559040140433
Amphibians	23200	Axolotl_contig_8269854_O	Notophthalmus_contig_1989_O	jgi|Xentr4|322620|e_gw1.67.173.1	27065898	456	0.07212159	1.08445926	0.0665046559702021	0.01534580	0.28682058	0.0535031342590549
Amphibians	23201	Axolotl_contig_8248596_O	Notophthalmus_contig_12167_O	jgi|Xentr4|389999|e_gw1.611.23.1	27051608	826	0.06462203	0.65551276	0.0985824135597299	0.02511690	0.25127387	0.0999582646615822
Amphibians	23202	Axolotl_contig_8257592_O	Notophthalmus_contig_4008_O	jgi|Xentr4|153656|fgenesh1_pg.C_scaffold_1000046	27078484	677	0.09997021	0.90459031	0.110514349860767	0.05082836	0.28619544	0.177600174202636
Amphibians	23203	Axolotl_contig_8251212_O	Notophthalmus_contig_9273_O	jgi|Xentr4|463823|C_scaffold_50000008	27077541	218	0.00962786	0.80888333	0.0119026559738844	0.00770843	0.19757602	0.0390150079954035
Amphibians	23204	Axolotl_contig_8256400_O	Notophthalmus_contig_1426_O	jgi|Xentr4|323846|e_gw1.72.152.1	27079317	383	0.08407955	0.78633804	0.106925451552617	0.04011807	0.17980362	0.223121592323892
Amphibians	23205	Axolotl_contig_8256059_O	Notophthalmus_contig_9430_O	jgi|Xentr4|190322|fgenesh1_pg.C_scaffold_1284000001	27066612	1059	0.12674615	0.72798479	0.174105491956776	0.07654344	0.53671503	0.142614675799185
Amphibians	23206	Axolotl_contig_8259574_O	Notophthalmus_contig_34759_O	jgi|Xentr4|363288|e_gw1.317.51.1	27081974	284	0.03070892	0.67189746	0.0457047716775116	0.01550042	0.25310393	0.0612413248581324
